Iteration	Posterior	Likelihood	Prior	br_len_lambda	tree_length
9350	-564.7247	-566.579	1.854353	14.75874	3.376144
9360	-547.8211	-559.1386	11.31744	15.10774	2.730587
9370	-562.2991	-570.0405	7.74134	16.90761	2.903068
9380	-551.6657	-561.7352	10.06949	12.90941	2.826878
9390	-544.8859	-553.2771	8.391155	12.66327	2.955919
9400	-552.5943	-562.2136	9.619235	17.58956	2.768168
9410	-543.3883	-552.4374	9.049042	15.47858	2.871159
9420	-544.7731	-555.2512	10.4781	17.27276	2.729743
9430	-545.7309	-554.3374	8.606423	15.23906	2.906517
9440	-547.2373	-564.2595	17.0222	16.99977	2.353416
9450	-552.3065	-560.5747	8.268143	12.00056	2.956805
9460	-546.1355	-558.6713	12.53575	20.42105	2.513472
9470	-551.2518	-562.3313	11.07951	13.48377	2.7554
9480	-559.708	-565.7601	6.052088	8.751371	2.90283
9490	-555.9394	-565.1765	9.237072	18.32628	2.761495
9500	-547.1577	-557.5415	10.38379	10.77055	2.709242
9510	-548.2976	-559.4639	11.16622	11.96701	2.713892
9520	-549.3931	-556.8983	7.505172	12.49316	3.025424
9530	-550.0881	-561.9488	11.86067	14.66579	2.698857
9540	-559.193	-566.1153	6.922252	10.93049	3.03865
9550	-546.5678	-559.793	13.22516	19.56408	2.507249
9560	-558.204	-569.4946	11.29065	18.24488	2.652148
9570	-554.8731	-563.521	8.647899	11.30993	2.901125
9580	-554.9616	-566.0537	11.09206	14.20888	2.75484
9590	-558.5369	-568.619	10.0821	17.20642	2.754884
9600	-548.0324	-559.1852	11.15286	13.65019	2.750839
9610	-555.5435	-561.1555	5.611906	11.16455	3.165927
9620	-554.2113	-560.3385	6.127207	16.72688	3.006753
9630	-545.757	-558.5658	12.80883	14.42445	2.634463
9640	-547.6516	-562.0112	14.35963	14.73195	2.528737
9650	-552.4923	-562.4886	9.996275	9.873552	2.651705
9660	-548.483	-560.6398	12.15675	13.82214	2.678633
9670	-546.6769	-555.5712	8.894287	17.75209	2.803073
9680	-546.237	-555.3883	9.151344	16.39385	2.837132
9690	-548.6341	-556.3398	7.705705	12.74143	3.010157
9700	-552.3251	-564.6062	12.28108	15.41704	2.663183
9710	-568.9546	-577.7497	8.795089	20.87146	2.676995
9720	-551.5835	-557.6506	6.067141	12.68112	3.139297
9730	-549.1336	-560.2818	11.14816	20.84354	2.565323
9740	-551.5403	-565.5682	14.0279	12.8878	2.519479
9750	-552.8386	-562.2049	9.366298	10.5376	2.785037
9760	-554.3207	-562.0149	7.694185	14.27227	2.99258
9770	-560.9403	-568.715	7.774673	13.10653	3.003849
9780	-553.4384	-564.3283	10.88986	15.51531	2.751507
9790	-559.198	-566.7983	7.600277	19.94179	2.777352
9800	-552.3105	-560.7616	8.451104	16.57528	2.873359
9810	-548.335	-556.9353	8.600283	15.59349	2.896754
9820	-551.8078	-558.8718	7.063971	11.94509	3.056371
9830	-561.1453	-565.8861	4.74076	11.34727	3.247154
9840	-551.31	-564.1564	12.84639	15.47443	2.625877
9850	-562.6238	-568.6411	6.017294	10.81509	3.116646
9860	-556.7731	-567.0841	10.31095	14.39488	2.807966
9870	-541.1631	-558.9389	17.7758	23.07952	2.191274
9880	-550.6778	-563.5971	12.91925	10.75991	2.472713
9890	-569.3694	-574.0023	4.632882	12.4258	3.256226
9900	-554.6105	-565.9267	11.31623	13.02897	2.732422
9910	-544.1968	-560.2435	16.04669	21.03555	2.325085
9920	-551.0538	-560.9434	9.889609	13.15524	2.84278
9930	-550.6268	-557.2343	6.60756	11.04028	3.072063
9940	-549.1273	-560.4326	11.30529	14.37174	2.739033
9950	-551.5198	-559.1732	7.653425	9.478005	2.841039
9960	-555.482	-557.1226	1.640607	17.15401	3.24872
9970	-553.1616	-563.306	10.14438	17.9186	2.726764
9980	-554.2473	-562.744	8.496684	16.32746	2.879388
9990	-551.2741	-564.6349	13.36082	16.9217	2.570415
10000	-548.8103	-557.7052	8.894865	20.60003	2.684006
