Iteration	Replicate_ID	Posterior	Likelihood	Prior	br_len_lambda	tree_length
899	1	-548.2932	-563.6442	15.35101	19.11247	2.40989
900	0	-551.8016	-560.7617	8.960102	12.4978	2.90903
901	1	-547.1933	-560.9221	13.72885	11.81047	2.489823
902	0	-555.7266	-565.1599	9.433378	13.81402	2.875727
903	1	-551.7598	-567.7349	15.97509	15.56851	2.4238
904	0	-548.245	-558.4445	10.19942	14.37621	2.815929
905	1	-556.7047	-565.507	8.802338	10.28679	2.816629
906	0	-551.1532	-559.543	8.389783	11.17097	2.917434
907	1	-568.0733	-573.3166	5.24332	16.14314	3.087245
908	0	-566.5948	-570.2815	3.686752	11.52475	3.340737
909	1	-552.9693	-558.3446	5.375301	11.24415	3.189047
910	0	-563.2012	-569.0045	5.803254	10.54556	3.123591
911	1	-554.6055	-559.3725	4.767021	10.73115	3.229329
912	0	-557.7155	-557.7369	0.02140975	12.78291	3.611303
913	1	-558.3833	-564.3573	5.974056	14.20956	3.115018
914	0	-557.314	-559.958	2.644066	10.58865	3.424211
915	1	-552.778	-560.2514	7.473327	9.248404	2.827295
916	0	-564.8715	-564.0532	-0.8182506	12.27042	3.702196
917	1	-556.617	-565.9345	9.317486	10.76141	2.807564
918	0	-549.8638	-560.2024	10.33862	10.40101	2.679325
919	1	-550.8688	-564.9041	14.03536	14.45511	2.549622
920	0	-555.2531	-564.2951	9.041972	10.49112	2.811901
921	1	-550.1341	-560.1728	10.03869	14.06162	2.83032
922	0	-548.3643	-557.747	9.382666	14.67218	2.867703
923	1	-554.2779	-559.8129	5.534971	13.63948	3.162681
924	0	-551.4728	-559.5634	8.09059	9.815475	2.838086
925	1	-550.1694	-560.7506	10.58116	14.64652	2.78635
926	0	-552.7518	-564.9717	12.21992	16.0125	2.657562
927	1	-552.332	-555.5591	3.227088	10.87791	3.375824
928	0	-555.4296	-561.8236	6.393966	17.77114	2.943024
929	1	-561.04	-568.2064	7.166452	12.49125	3.052532
930	0	-558.1652	-563.4726	5.30737	12.42199	3.201976
931	1	-550.2668	-561.4213	11.15452	14.64626	2.747206
932	0	-568.479	-571.6225	3.143452	12.58966	3.372212
933	1	-548.7737	-559.5406	10.76683	15.11597	2.766894
934	0	-553.3791	-564.7763	11.3972	13.94086	2.733755
935	1	-543.8385	-556.8874	13.04881	12.75719	2.591333
936	0	-557.6546	-568.4817	10.82708	16.9974	2.71791
937	1	-557.108	-563.3781	6.270126	14.44504	3.087132
938	0	-554.4669	-566.3203	11.85339	12.55223	2.679243
939	1	-553.8848	-563.1666	9.281787	12.22286	2.878029
940	0	-554.2364	-561.5136	7.277177	17.10366	2.922273
941	1	-556.2645	-562.7396	6.475119	12.97984	3.10456
942	0	-541.803	-554.1688	12.36578	14.48823	2.66505
943	1	-550.5753	-556.4699	5.894605	13.71207	3.134523
944	0	-549.8078	-558.588	8.780145	9.929859	2.781486
945	1	-544.9685	-555.0484	10.07982	16.88883	2.765357
946	0	-561.0668	-566.4436	5.376779	16.86279	3.045085
947	1	-553.4282	-564.5667	11.1385	12.46484	2.733802
948	0	-548.4749	-562.3919	13.917	10.19652	2.306285
949	1	-543.3566	-553.6249	10.26832	11.7552	2.780492
950	0	-545.9838	-554.6491	8.665359	14.98423	2.909273
951	1	-548.5331	-559.4475	10.91438	16.14819	2.735823
952	0	-548.6971	-561.281	12.58394	20.10669	2.521865
953	1	-549.052	-556.0697	7.017672	14.84946	3.023505
954	0	-548.8682	-556.8576	7.98938	15.28008	2.945772
955	1	-544.775	-554.4854	9.710425	12.67566	2.851919
956	0	-554.5705	-564.0919	9.521351	14.09491	2.866745
957	1	-546.4031	-559.9959	13.59284	12.7804	2.549528
958	0	-550.2252	-561.4675	11.2423	13.96966	2.744852
959	1	-548.3119	-560.9709	12.65895	14.39658	2.644853
960	0	-554.9846	-565.9963	11.01163	15.85842	2.736521
961	1	-543.6414	-556.9195	13.27809	14.72248	2.602163
962	0	-549.9271	-557.0024	7.075261	15.93354	2.981886
963	1	-558.8664	-560.1413	1.274903	12.88638	3.509078
964	0	-559.775	-564.0988	4.323799	12.04985	3.285174
965	1	-559.0353	-557.5951	-1.440141	14.92727	3.587659
966	0	-556.4403	-564.7761	8.335852	12.94558	2.9612
967	1	-550.8435	-561.0356	10.19206	12.46335	2.809697
968	0	-562.1702	-564.4233	2.253125	10.81589	3.464703
969	1	-551.6439	-558.6662	7.022294	14.61772	3.030176
970	0	-555.0301	-563.6059	8.575828	13.83315	2.937567
971	1	-552.8527	-560.1968	7.344089	11.53255	3.023616
972	0	-556.011	-562.5748	6.563807	13.46142	3.090709
973	1	-541.1584	-553.0154	11.85706	11.57235	2.634755
974	0	-552.418	-556.9351	4.517028	11.66302	3.269496
975	1	-548.3108	-558.1368	9.825961	12.3066	2.835614
976	0	-543.6827	-556.1421	12.45938	17.85001	2.599509
977	1	-542.3078	-554.3943	12.08654	15.67643	2.671855
978	0	-546.4439	-566.4742	20.03025	17.62835	2.176177
979	1	-546.0443	-554.3845	8.340214	12.07358	2.952343
980	0	-550.2862	-564.5022	14.21595	13.83521	2.529877
981	1	-549.7687	-554.6494	4.880672	12.55869	3.234653
982	0	-547.8578	-561.9854	14.12758	17.87796	2.50541
983	1	-556.5871	-562.5503	5.963185	12.17633	3.149494
984	0	-551.9338	-563.4111	11.4773	12.48296	2.707173
985	1	-547.9236	-559.9522	12.02859	17.47039	2.63455
986	0	-547.0322	-560.1861	13.15386	14.84972	2.610278
987	1	-567.2712	-571.4502	4.178996	11.47506	3.297734
988	0	-557.7154	-569.4593	11.74387	12.01581	2.667869
989	1	-546.701	-556.5725	9.871434	15.06353	2.827205
990	0	-547.7986	-561.6083	13.80978	13.35656	2.550035
991	1	-562.0249	-571.6208	9.595924	11.94504	2.844403
992	0	-543.5153	-557.4847	13.96943	15.48751	2.553215
993	1	-549.4858	-561.0513	11.56541	12.79163	2.708426
994	0	-552.5745	-563.0536	10.47913	12.3758	2.784438
995	1	-558.5353	-563.4578	4.922497	9.970152	3.173009
996	0	-552.8104	-560.041	7.230624	12.90239	3.046823
997	1	-562.1037	-568.5427	6.438993	11.93224	3.108557
998	0	-556.5585	-561.2098	4.651361	11.05806	3.249671
999	1	-543.4844	-558.9768	15.49241	16.29455	2.451201
1000	0	-548.2188	-558.8313	10.61256	13.09801	2.787232
1001	1	-547.828	-560.4661	12.63808	17.10577	2.608786
1002	0	-545.2915	-557.1876	11.89608	16.14818	2.67503
1003	1	-548.2829	-555.2879	7.004956	12.53222	3.065499
1004	0	-564.7323	-570.709	5.976702	15.67534	3.061646
1005	1	-549.2157	-563.4127	14.19706	12.65805	2.497213
1006	0	-554.6114	-561.1815	6.570148	12.65983	3.099738
1007	1	-547.0077	-557.7079	10.70025	10.24947	2.627902
1008	0	-556.9017	-562.0373	5.135556	11.77539	3.217246
1009	1	-544.5403	-557.4177	12.87737	16.12581	2.614641
1010	0	-552.3457	-561.5618	9.216085	14.07902	2.888604
1011	1	-555.8539	-563.7933	7.939385	15.3178	2.947889
1012	0	-553.0077	-558.2756	5.267888	10.5789	3.175957
1013	1	-564.2118	-567.3702	3.158396	13.05405	3.357756
1014	0	-560.7265	-564.9431	4.216623	9.876841	3.23731
1015	1	-548.2446	-556.7051	8.460441	12.25899	2.945829
1016	0	-558.9922	-563.6008	4.608629	14.58637	3.196557
1017	1	-558.5608	-564.4569	5.896179	12.02933	3.154598
1018	0	-565.3914	-569.8715	4.480179	12.4632	3.267993
1019	1	-558.2863	-565.9011	7.614831	13.09609	3.016114
1020	0	-548.6719	-559.5233	10.85138	12.27519	2.75131
1021	1	-550.0756	-563.7654	13.68977	17.72649	2.533546
1022	0	-548.091	-554.8436	6.75262	12.42298	3.085631
1023	1	-552.8352	-563.6983	10.86318	15.42373	2.755025
1024	0	-553.2197	-558.6644	5.444693	12.35017	3.191391
1025	1	-540.9697	-551.7511	10.78135	14.28874	2.776153
1026	0	-553.9857	-565.4538	11.46813	17.08054	2.677888
1027	1	-545.5153	-558.2087	12.69337	14.16199	2.641983
1028	0	-544.5952	-554.2984	9.703186	15.20848	2.835233
1029	1	-543.7181	-557.9838	14.26574	14.38344	2.533138
1030	0	-544.7601	-552.2455	7.485448	15.30804	2.977842
1031	1	-554.7368	-564.5395	9.802771	13.3104	2.849952
1032	0	-549.5895	-561.4927	11.90315	14.9092	2.693948
1033	1	-555.2186	-558.8881	3.669438	16.07243	3.188434
1034	0	-565.0363	-567.6659	2.629595	10.82125	3.429975
1035	1	-543.4619	-559.6314	16.16949	16.10973	2.410556
1036	0	-564.1246	-566.57	2.445376	15.88431	3.275235
1037	1	-546.4943	-557.0452	10.55094	13.83331	2.794786
1038	0	-553.6374	-564.4658	10.82843	13.36851	2.773333
1039	1	-552.2261	-565.679	13.4529	15.23277	2.588527
1040	0	-546.9743	-557.1904	10.21613	14.96891	2.806053
1041	1	-556.8983	-565.4646	8.566262	10.13791	2.825256
1042	0	-550.1166	-557.6745	7.557961	10.5026	2.954177
1043	1	-556.7209	-567.8723	11.15148	14.23236	2.750548
1044	0	-555.8455	-562.9071	7.061692	10.81066	3.019843
1045	1	-550.4839	-559.4153	8.931319	11.65333	2.890656
1046	0	-552.1174	-562.561	10.44359	15.53288	2.779886
1047	1	-549.2497	-564.4624	15.21273	13.85722	2.458312
1048	0	-556.8163	-565.9593	9.142986	11.95632	2.882651
1049	1	-549.9981	-566.7261	16.72801	15.80667	2.376013
1050	0	-561.7052	-567.4379	5.73275	14.96534	3.105701
1051	1	-555.2356	-566.9918	11.75618	15.32694	2.698582
1052	0	-558.5734	-566.5579	7.984524	13.84756	2.980086
1053	1	-541.3129	-555.6444	14.33151	14.39926	2.528697
1054	0	-544.3325	-558.3972	14.06473	14.07196	2.544131
1055	1	-546.0798	-559.2465	13.16664	16.54859	2.589372
1056	0	-551.5836	-564.3156	12.732	16.75273	2.611332
1057	1	-559.9115	-567.012	7.100569	12.99059	3.056292
1058	0	-551.8996	-565.2212	13.3216	18.94754	2.520961
1059	1	-572.3544	-574.6096	2.255186	11.43279	3.465702
1060	0	-557.8074	-564.2657	6.458253	15.78774	3.026479
1061	1	-557.1624	-565.0584	7.895968	12.38237	2.993228
1062	0	-558.4258	-562.983	4.557209	13.97983	3.223039
1063	1	-551.2894	-561.4556	10.16624	12.87341	2.818933
1064	0	-547.2913	-557.1623	9.87101	13.078	2.843712
1065	1	-547.8351	-564.251	16.41589	19.72653	2.340393
1066	0	-551.9036	-561.9534	10.04985	15.00506	2.816483
1067	1	-552.5058	-564.0253	11.51952	17.52559	2.66205
1068	0	-548.3584	-558.0951	9.736687	18.50001	2.727589
1069	1	-551.1711	-559.605	8.43393	12.09271	2.944975
1070	0	-550.5324	-560.0821	9.549733	13.90462	2.866593
1071	1	-547.4311	-560.0923	12.66113	21.92787	2.454405
1072	0	-551.7344	-566.442	14.7076	13.14175	2.476085
1073	1	-532.5551	-547.2708	14.71563	14.31362	2.501101
1074	0	-563.8281	-569.1372	5.309041	10.24589	3.153675
1075	1	-551.2491	-559.557	8.307947	13.57221	2.960099
1076	0	-543.4827	-550.8642	7.38154	17.17974	2.912964
1077	1	-553.0316	-562.3568	9.325191	15.22809	2.859616
1078	0	-557.2858	-565.1827	7.896895	13.95471	2.984594
1079	1	-553.4178	-555.4765	2.058716	7.386535	3.07566
1080	0	-549.4983	-559.1932	9.694835	12.76279	2.854312
1081	1	-558.6195	-564.5885	5.969011	12.26914	3.149057
1082	0	-551.5785	-563.7162	12.13763	12.52218	2.655606
1083	1	-554.9645	-564.4951	9.530614	16.65617	2.805606
1084	0	-546.9607	-557.7129	10.75223	15.01228	2.76956
1085	1	-572.1367	-582.0121	9.875373	15.45197	2.818405
1086	0	-546.8919	-565.5396	18.64769	14.21147	2.22317
1087	1	-544.6725	-560.9733	16.30075	19.20747	2.358119
1088	0	-545.2105	-558.092	12.88152	12.98652	2.611173
1089	1	-549.4559	-565.5908	16.13494	14.83276	2.409353
1090	0	-555.9262	-561.8202	5.894065	11.0673	3.137599
1091	1	-567.5662	-583.2628	15.69659	16.19425	2.439381
1092	0	-542.2518	-556.0446	13.79279	14.56768	2.566859
1093	1	-557.7412	-571.3421	13.60091	17.35426	2.54716
1094	0	-539.1906	-554.1204	14.92977	15.99313	2.488482
1095	1	-561.2619	-568.3139	7.051997	15.95599	2.982485
1096	0	-553.3715	-561.2662	7.894697	12.78907	2.995386
1097	1	-553.3215	-565.7528	12.43136	13.13385	2.649129
1098	0	-552.1923	-557.3132	5.120866	16.72003	3.06725
1099	1	-548.2507	-559.8916	11.64086	15.51572	2.703096
1100	0	-560.6977	-567.1574	6.459697	12.64532	3.108541
1101	1	-549.4929	-562.3723	12.87945	12.25782	2.585305
1102	0	-551.3173	-555.3204	4.003137	12.59048	3.303911
1103	1	-554.3894	-562.5279	8.138502	12.78579	2.976315
1104	0	-551.7368	-565.7918	14.05506	17.84052	2.510335
1105	1	-560.6344	-568.7432	8.108729	11.29124	2.948004
1106	0	-545.1029	-559.9339	14.83096	11.92988	2.40509
1107	1	-554.4413	-561.0283	6.586966	18.70585	2.888007
1108	0	-553.1641	-562.3159	9.15184	11.9447	2.881571
1109	1	-549.4854	-559.76	10.27462	14.83184	2.804461
1110	0	-549.9735	-563.9248	13.95129	14.62132	2.556174
1111	1	-547.8242	-554.8099	6.985651	12.35394	3.066635
1112	0	-551.9911	-560.4778	8.486754	13.01827	2.949591
1113	1	-550.8375	-564.5287	13.69128	19.23239	2.49325
1114	0	-547.4793	-559.7242	12.24485	14.13482	2.673607
1115	1	-558.1164	-571.6463	13.52986	12.49982	2.543472
1116	0	-540.6202	-559.922	19.30182	15.99051	2.215087
1117	1	-547.947	-557.0282	9.081165	11.0436	2.84821
1118	0	-551.3228	-562.2738	10.95097	16.95833	2.711763
1119	1	-551.6305	-562.0794	10.44888	11.99561	2.774903
1120	0	-545.3063	-557.729	12.42264	15.30831	2.655317
1121	1	-552.4209	-566.687	14.26607	13.96368	2.52831
1122	0	-547.4764	-560.4393	12.96292	14.58526	2.623812
1123	1	-553.4696	-565.7324	12.26278	14.9425	2.669553
1124	0	-552.5602	-565.348	12.78776	16.66285	2.609914
1125	1	-554.3732	-560.012	5.638862	17.57938	2.99496
1126	0	-547.9249	-559.0622	11.13737	17.12642	2.695913
1127	1	-566.0255	-574.3877	8.362268	14.47044	2.941759
1128	0	-549.2155	-560.8358	11.62032	13.09625	2.710262
1129	1	-555.0908	-564.786	9.695136	13.64001	2.85767
1130	0	-547.9494	-559.7407	11.79126	13.14885	2.698119
1131	1	-554.2932	-562.7242	8.430979	17.36833	2.844512
1132	0	-549.4136	-562.8787	13.46503	11.91778	2.518857
1133	1	-546.0305	-558.9461	12.91561	20.97868	2.47589
1134	0	-550.0208	-557.5657	7.544936	12.70698	3.022776
1135	1	-545.8896	-558.7926	12.90304	13.23521	2.615486
1136	0	-558.5013	-560.9705	2.469157	8.531676	3.280505
1137	1	-547.3062	-559.9021	12.59584	16.60594	2.622654
1138	0	-562.5305	-564.8689	2.338393	12.57684	3.436544
1139	1	-551.5916	-561.4037	9.812103	11.20752	2.792309
1140	0	-558.4159	-564.0052	5.589248	12.77486	3.17584
1141	1	-550.5483	-560.8817	10.33338	13.28347	2.809939
1142	0	-549.8241	-556.3406	6.516496	11.96425	3.102408
1143	1	-550.9943	-560.6205	9.626266	14.2273	2.857775
1144	0	-545.9303	-555.1939	9.263677	13.79754	2.888153
1145	1	-544.3541	-554.85	10.49584	12.17456	2.777186
1146	0	-555.1892	-567.1771	11.98786	15.4738	2.681368
1147	1	-554.6221	-562.5844	7.962284	11.69355	2.974975
1148	0	-532.6529	-550.9369	18.28401	16.81609	2.279783
1149	1	-555.4316	-563.1988	7.767141	10.69576	2.947517
1150	0	-545.0636	-555.5428	10.47921	14.94192	2.788924
1151	1	-559.1184	-569.7634	10.64501	13.5199	2.787754
1152	0	-544.7019	-557.8287	13.12675	15.39662	2.608525
1153	1	-563.1681	-566.5379	3.369829	15.34024	3.245077
1154	0	-550.4264	-564.9043	14.47797	16.61721	2.50915
1155	1	-549.4057	-557.8618	8.456161	12.91965	2.951869
1156	0	-548.3089	-563.1732	14.86423	15.92359	2.493119
1157	1	-548.9844	-557.7504	8.765985	9.831177	2.771201
1158	0	-563.5982	-567.7755	4.177263	9.430128	3.203084
1159	1	-548.0091	-558.0036	9.994504	14.29868	2.831107
1160	0	-554.6365	-559.1759	4.539447	13.07373	3.251489
1161	1	-549.0903	-554.8473	5.757006	14.81478	3.109675
1162	0	-548.5537	-558.3236	9.769878	13.72035	2.851867
1163	1	-549.3388	-555.7394	6.400657	12.1282	3.113327
1164	0	-551.0241	-561.5264	10.50234	15.0297	2.785908
1165	1	-550.2456	-556.73	6.484411	14.57227	3.0684
1166	0	-567.6148	-571.1087	3.493885	10.65444	3.345906
1167	1	-551.3119	-557.4905	6.178591	12.57069	3.131239
1168	0	-546.7845	-557.5428	10.7583	13.9057	2.779673
1169	1	-545.5434	-560.4799	14.93645	18.58416	2.444549
1170	0	-551.4869	-561.9815	10.49465	13.29764	2.797891
1171	1	-548.442	-565.2768	16.83483	14.64464	2.359346
1172	0	-533.3806	-551.6726	18.29204	20.01521	2.239776
1173	1	-555.249	-565.8393	10.59023	18.09298	2.69586
1174	0	-547.9161	-562.2371	14.32106	16.347	2.522411
1175	1	-547.5496	-553.2376	5.687997	11.70286	3.169574
1176	0	-545.5936	-560.9011	15.30756	20.2047	2.383728
1177	1	-561.6981	-566.2187	4.520612	13.7613	3.233116
1178	0	-558.1404	-565.7672	7.626802	17.26702	2.895057
1179	1	-559.8352	-565.2414	5.406246	11.70396	3.193659
1180	0	-555.4424	-564.11	8.667546	11.52504	2.908565
1181	1	-550.5103	-555.2957	4.785403	12.05695	3.246839
1182	0	-549.5832	-563.4607	13.87755	16.07848	2.553225
1183	1	-548.7808	-558.1283	9.347466	10.95281	2.818263
1184	0	-546.7054	-555.7222	9.016866	10.44271	2.810108
1185	1	-555.4539	-565.9601	10.50619	13.06374	2.794988
1186	0	-553.0042	-563.432	10.42786	12.98903	2.800142
1187	1	-556.5094	-567.7892	11.27974	14.95392	2.735194
1188	0	-554.6357	-564.469	9.833286	16.57516	2.789975
1189	1	-552.9281	-560.17	7.241886	13.51831	3.039491
1190	0	-554.2151	-567.4866	13.27151	11.87502	2.532533
1191	1	-565.2984	-572.8494	7.550966	11.29156	2.997414
1192	0	-553.0562	-568.4315	15.37531	12.33845	2.386606
1193	1	-565.2889	-572.513	7.224051	10.5345	2.988125
1194	0	-551.5923	-561.9664	10.37416	13.8245	2.807592
1195	1	-550.2305	-557.4058	7.17528	12.77578	3.051684
1196	0	-564.033	-568.7475	4.71449	10.16678	3.206992
1197	1	-551.5823	-556.3335	4.751181	9.438389	3.143102
1198	0	-564.39	-567.8337	3.443684	17.32329	3.134177
1199	1	-560.4563	-565.6259	5.169581	9.493296	3.104745
1200	0	-552.1076	-564.4252	12.31757	14.55392	2.668175
1201	1	-547.9688	-560.1631	12.19435	12.90408	2.662151
1202	0	-560.5258	-570.4574	9.931592	17.80226	2.742842
1203	1	-544.6445	-556.6321	11.98757	18.06962	2.619341
1204	0	-556.0891	-566.887	10.79787	14.44306	2.773704
1205	1	-553.3779	-567.9549	14.57703	16.06824	2.509823
1206	0	-547.1113	-561.3184	14.20713	14.12881	2.534711
1207	1	-543.0437	-563.0274	19.98375	18.70847	2.171801
1208	0	-548.604	-560.9927	12.38874	13.76556	2.661395
1209	1	-555.5645	-571.3924	15.82796	18.52074	2.397902
1210	0	-558.4717	-566.218	7.746366	12.17859	3.003078
1211	1	-554.9473	-564.2454	9.298058	13.68999	2.886466
1212	0	-553.7146	-562.7569	9.042382	13.73115	2.904798
1213	1	-550.915	-556.5333	5.618306	9.159175	3.01592
1214	0	-552.2185	-560.3136	8.095089	12.8834	2.979822
1215	1	-543.1788	-553.8881	10.70927	15.78455	2.757291
1216	0	-545.2552	-558.1593	12.90414	12.6536	2.5992
1217	1	-554.8393	-562.1125	7.27319	11.99932	3.039695
1218	0	-542.6977	-550.74	8.042291	11.89473	2.973347
1219	1	-562.5453	-571.2511	8.705779	13.13676	2.932789
1220	0	-542.281	-553.2493	10.96829	13.96303	2.76448
1221	1	-544.7381	-555.5886	10.85048	15.01847	2.762919
1222	0	-552.2735	-558.0657	5.792152	14.30821	3.1247
1223	1	-552.0153	-563.9149	11.89965	15.91971	2.679368
1224	0	-551.5278	-556.306	4.778138	12.15083	3.246978
1225	1	-548.8753	-561.9955	13.12014	19.38334	2.518278
1226	0	-549.6128	-555.8624	6.249593	14.25162	3.094403
1227	1	-543.4857	-555.2561	11.77049	14.3255	2.706822
1228	0	-553.3825	-560.1921	6.809558	11.10366	3.056331
1229	1	-550.7326	-558.0664	7.333859	13.16833	3.036935
1230	0	-537.3762	-553.3078	15.93163	16.94614	2.418206
1231	1	-553.1269	-561.6449	8.518	12.95798	2.947147
1232	0	-545.9438	-558.5921	12.6483	22.17871	2.445989
1233	1	-555.0087	-563.3265	8.317855	12.17079	2.956017
1234	0	-560.7967	-564.9375	4.140806	8.874476	3.139693
1235	1	-558.0345	-565.6934	7.658865	15.16403	2.97103
1236	0	-550.5759	-557.1653	6.589389	14.88766	3.051077
1237	1	-553.8148	-561.7168	7.902006	12.58172	2.994199
1238	0	-544.1949	-551.2557	7.060802	11.83584	3.054868
1239	1	-553.3318	-561.3054	7.973601	11.60025	2.971222
1240	0	-553.7524	-562.7219	8.969479	13.66086	2.910707
1241	1	-546.592	-554.9323	8.340359	11.49992	2.936028
1242	0	-548.8142	-554.2086	5.394437	13.91325	3.165177
1243	1	-548.5974	-559.8365	11.23909	14.36227	2.743698
1244	0	-549.7873	-552.9668	3.179565	15.77009	3.235088
1245	1	-552.1447	-564.3842	12.23944	14.77482	2.672383
1246	0	-558.2392	-563.8188	5.579598	12.33162	3.180555
1247	1	-542.8705	-560.5364	17.66581	16.09878	2.317654
1248	0	-553.1498	-564.6353	11.48552	15.5664	2.712213
1249	1	-550.3436	-564.9623	14.61869	17.21944	2.490993
1250	0	-566.4543	-574.4868	8.032513	11.7495	2.970535
1251	1	-549.6049	-558.2526	8.64774	10.94271	2.881536
1252	0	-551.0669	-569.0532	17.98622	16.82268	2.297468
1253	1	-540.8438	-556.2575	15.41367	16.43543	2.454742
1254	0	-558.1969	-565.4341	7.237147	13.73181	3.036256
1255	1	-564.0447	-573.7998	9.755141	11.45934	2.811024
1256	0	-541.6013	-557.0233	15.42202	16.70767	2.4513
1257	1	-553.7586	-568.595	14.83642	12.30385	2.428321
1258	0	-546.0666	-557.4774	11.41088	12.05788	2.697363
1259	1	-563.0463	-571.0255	7.979243	12.36889	2.986365
1260	0	-557.8068	-566.126	8.319216	10.66174	2.893528
1261	1	-549.3118	-556.9316	7.619768	10.98372	2.977584
1262	0	-555.6267	-565.0347	9.407966	12.68183	2.875857
1263	1	-552.244	-562.4539	10.20987	12.39591	2.806689
1264	0	-545.0671	-555.7013	10.63412	13.68371	2.788868
1265	1	-553.5463	-563.3451	9.798829	14.73075	2.838343
1266	0	-549.4838	-560.3449	10.86111	15.15634	2.759986
1267	1	-558.5794	-568.1562	9.576724	12.4351	2.858536
1268	0	-546.062	-555.3	9.237963	11.12031	2.838604
1269	1	-565.2886	-571.8072	6.518634	11.07093	3.081303
1270	0	-555.1677	-562.7959	7.628269	12.59362	3.015995
1271	1	-557.5576	-563.2204	5.662737	11.11203	3.159864
1272	0	-551.1823	-560.7213	9.538985	10.71715	2.78355
1273	1	-547.1913	-559.7234	12.53202	13.16037	2.642023
1274	0	-551.2378	-564.8386	13.6008	15.13154	2.579341
1275	1	-552.447	-563.105	10.65804	14.56303	2.782097
1276	0	-550.7492	-559.9605	9.211363	11.96362	2.877146
1277	1	-550.1842	-561.6266	11.44243	17.0376	2.680592
1278	0	-551.4135	-567.5276	16.11416	16.97343	2.40713
1279	1	-549.8974	-562.297	12.39951	17.26566	2.618686
1280	0	-553.2122	-564.2497	11.03755	16.27967	2.724969
1281	1	-552.6147	-561.33	8.715253	15.08618	2.903381
1282	0	-555.2172	-562.1996	6.982328	10.63236	3.017173
1283	1	-547.1481	-557.6405	10.49237	13.13631	2.796785
1284	0	-552.4114	-566.2916	13.88024	17.00839	2.538073
1285	1	-556.624	-568.1701	11.54612	16.25229	2.694358
1286	0	-551.2859	-559.1834	7.897424	13.16454	2.994161
1287	1	-558.5401	-566.8947	8.354582	13.20955	2.959263
1288	0	-545.8612	-556.13	10.26885	13.90098	2.814893
1289	1	-548.5397	-554.6617	6.122017	14.71355	3.088532
1290	0	-550.0857	-556.8948	6.80905	14.99328	3.032856
1291	1	-550.9159	-557.5508	6.634956	11.42886	3.082509
1292	0	-551.3823	-562.8927	11.51041	12.77591	2.712363
1293	1	-543.8371	-557.8754	14.03833	13.99247	2.545008
1294	0	-556.4155	-561.2495	4.834025	11.2266	3.236854
1295	1	-542.8034	-554.6914	11.88796	13.53572	2.695978
1296	0	-559.9235	-563.8004	3.876899	14.16322	3.264479
1297	1	-566.8154	-569.8489	3.033531	8.979758	3.277693
1298	0	-547.5338	-557.8814	10.34756	14.15322	2.807694
1299	1	-556.7931	-564.38	7.586847	13.70331	3.011251
1300	0	-556.7539	-566.5898	9.835932	13.86355	2.846286
1301	1	-552.1116	-560.2674	8.1558	14.50335	2.955288
1302	0	-555.066	-563.963	8.89693	11.60743	2.8919
1303	1	-558.6455	-561.7024	3.056937	13.09794	3.364087
1304	0	-552.4242	-559.9011	7.476866	12.71259	3.028132
1305	1	-554.6225	-559.5152	4.892652	10.80599	3.220321
1306	0	-559.3727	-567.0684	7.695692	13.93291	2.999417
1307	1	-548.6469	-557.2429	8.596068	11.32348	2.906327
1308	0	-559.5589	-564.3372	4.7783	14.2914	3.196179
1309	1	-543.6515	-554.1997	10.54818	11.56574	2.74752
1310	0	-547.3678	-557.77	10.40221	15.54046	2.782383
1311	1	-557.8	-564.4663	6.6663	17.08053	2.959017
1312	0	-557.4196	-563.5445	6.12491	14.15065	3.106121
1313	1	-554.577	-562.1227	7.545718	15.87077	2.95463
1314	0	-556.4501	-565.4993	9.049237	12.96129	2.906165
1315	1	-558.5442	-563.6738	5.129645	10.30815	3.174918
1316	0	-562.0294	-572.6884	10.65899	12.17875	2.763924
1317	1	-549.4663	-560.2746	10.80838	12.38551	2.758111
1318	0	-557.3261	-565.5693	8.24316	13.05467	2.968238
1319	1	-552.011	-562.0974	10.08638	13.31622	2.828667
1320	0	-563.6313	-567.824	4.192737	10.66325	3.280616
1321	1	-549.6473	-557.3701	7.722787	11.3094	2.982901
1322	0	-551.4172	-562.9013	11.48409	14.40411	2.726418
1323	1	-550.3194	-562.057	11.73758	11.46172	2.63818
1324	0	-550.0919	-559.8202	9.728262	16.4126	2.801367
1325	1	-558.1017	-567.0793	8.977607	12.89332	2.911375
1326	0	-559.5486	-562.5406	2.992004	12.70806	3.381048
1327	1	-563.2564	-570.054	6.797617	14.28317	3.055105
1328	0	-557.8209	-561.2689	3.447959	12.07327	3.357551
1329	1	-551.1867	-562.8567	11.66995	13.45276	2.711305
1330	0	-549.4948	-556.3029	6.808106	12.18857	3.08019
1331	1	-551.5142	-555.613	4.09877	16.55328	3.137083
1332	0	-544.3065	-553.3055	8.99898	17.42563	2.809655
1333	1	-551.7101	-559.7177	8.007596	16.92512	2.886633
1334	0	-560.9502	-566.7537	5.803532	13.81589	3.138442
1335	1	-550.5597	-565.186	14.62638	15.9437	2.507886
1336	0	-547.4963	-564.0175	16.52115	11.74612	2.247768
1337	1	-560.2912	-565.9148	5.623645	17.99801	2.975104
1338	0	-550.9422	-561.2742	10.33198	18.55602	2.693351
1339	1	-545.3874	-555.4156	10.02823	12.96861	2.830707
1340	0	-548.3707	-558.1016	9.730851	10.82189	2.773791
