Iteration	Posterior	Likelihood	Prior	br_len_lambda	tree_length
9380	-560.9169	-565.3033	4.386489	14.6491	3.209187
9390	-554.6017	-563.7858	9.184093	13.56612	2.895578
9400	-549.0593	-557.0345	7.97522	20.0985	2.75145
9410	-555.0634	-560.5802	5.516802	13.19396	3.174408
9420	-556.8452	-564.3206	7.475403	12.65406	3.028227
9430	-555.4391	-559.4873	4.048245	13.80896	3.26574
9440	-564.5125	-570.0617	5.549202	16.26449	3.062791
9450	-544.3777	-556.3551	11.97742	13.12369	2.683507
9460	-553.1799	-561.8117	8.63171	12.69197	2.937143
9470	-543.8342	-558.5576	14.72339	17.89525	2.471716
9480	-549.0107	-560.0034	10.9927	18.58119	2.656863
9490	-549.4427	-562.6254	13.18271	13.82532	2.604444
9500	-550.8141	-564.475	13.6609	17.79239	2.533595
9510	-544.0359	-558.9	14.8641	16.91671	2.481653
9520	-560.1902	-561.7032	1.513023	9.751789	3.505058
9530	-555.2569	-563.1081	7.851202	13.59205	2.993497
9540	-548.8032	-559.4604	10.6572	10.52557	2.661355
9550	-565.9094	-564.1897	-1.719658	8.235795	3.738445
9560	-563.7007	-566.4895	2.788781	10.29223	3.401422
9570	-550.5974	-562.268	11.67065	15.73768	2.697264
9580	-550.7319	-556.3756	5.643705	13.3458	3.161661
9590	-551.2636	-561.3653	10.10167	10.43453	2.705425
9600	-556.3178	-567.97	11.65223	14.74535	2.712396
9610	-544.814	-557.6414	12.82734	16.4397	2.612022
9620	-556.035	-564.7502	8.715272	13.71184	2.928818
9630	-542.7858	-560.6213	17.83543	19.90236	2.264905
9640	-551.0055	-561.7372	10.73171	11.56835	2.731789
9650	-557.9774	-562.1644	4.187036	11.14251	3.293191
9660	-558.6426	-560.9361	2.293496	10.53628	3.456204
9670	-555.8557	-558.6752	2.819496	12.92382	3.388021
9680	-556.8158	-562.4521	5.63629	11.30721	3.167343
9690	-554.6461	-567.2033	12.55724	12.83695	2.63219
9700	-556.1635	-561.8364	5.672951	10.60205	3.138833
9710	-556.4521	-569.0933	12.64121	13.73831	2.64278
9720	-554.7005	-563.4387	8.738234	10.91357	2.871454
9730	-548.971	-563.4533	14.48228	15.74565	2.518549
9740	-552.6355	-558.4056	5.770092	15.20946	3.093806
9750	-557.5199	-561.7995	4.279612	11.98679	3.289248
9760	-552.184	-559.612	7.42798	10.92813	2.992262
9770	-555.9321	-561.9492	6.017062	11.95937	3.144117
9780	-546.353	-560.3519	13.99894	16.23391	2.543685
9790	-551.5699	-558.6791	7.109195	8.81827	2.794821
9800	-558.3373	-563.7838	5.446424	14.42348	3.144908
9810	-558.1365	-560.1609	2.024395	9.53727	3.439153
9820	-556.0007	-568.5163	12.51565	14.19047	2.654608
9830	-551.403	-561.1503	9.74734	15.24565	2.831501
9840	-562.1305	-568.5924	6.461896	11.74795	3.104186
9850	-556.9174	-566.7347	9.817247	13.74922	2.848282
9860	-548.0828	-561.0861	13.00338	15.14684	2.618711
9870	-545.1508	-557.1762	12.02539	14.39825	2.688855
9880	-552.6413	-560.6579	8.016644	12.8685	2.985913
9890	-554.9171	-564.6191	9.702068	16.57582	2.79787
9900	-551.6149	-568.9282	17.31323	15.49224	2.337345
9910	-557.1621	-566.7001	9.537951	12.70572	2.865916
9920	-561.967	-570.2247	8.257776	13.69564	2.962385
9930	-560.1129	-567.7657	7.652859	13.62924	3.007555
9940	-568.0093	-568.0972	0.08792379	10.27022	3.663573
9950	-554.6259	-563.6107	8.984847	11.44745	2.877723
9960	-552.6918	-563.9997	11.30789	12.86793	2.730142
9970	-556.2126	-568.8935	12.68099	16.62681	2.617087
9980	-555.6815	-566.5422	10.86068	14.44501	2.769337
9990	-542.9733	-556.7799	13.80664	14.74714	2.56629
10000	-550.1421	-558.179	8.036897	11.76211	2.970503
