Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
1262	0	-450.9652	-449.9636	-1.001528	29794.94	13.84233	0.992646	0.99811	1.00187	1.00737	2.797622
1263	1	-457.4764	-457.0903	-0.3861587	95381.26	15.03478	0.995887	0.998946	1.00105	1.00412	2.744288
1264	0	-450.6273	-457.9399	7.312608	77902.82	21.88139	0.99545	0.998833	1.00116	1.00456	2.174349
1265	1	-466.1911	-455.118	-11.07312	39051.68	11.39671	0.993575	0.99835	1.00164	1.00644	3.625226
1266	0	-458.2147	-460.4134	2.198623	41828.69	18.24308	0.993792	0.998406	1.00158	1.00622	2.519505
1267	1	-457.9895	-459.5168	1.527261	86187.52	12.13301	0.995674	0.998891	1.0011	1.00433	2.566125
1268	0	-461.5629	-462.7951	1.232241	84694.64	15.4671	0.995636	0.998881	1.00111	1.00437	2.632505
1269	1	-452.267	-450.1233	-2.143671	38214.74	16.91361	0.993505	0.998332	1.00165	1.00651	2.806578
1270	0	-465.0889	-459.7774	-5.311516	56198.35	14.32257	0.994643	0.998625	1.00136	1.00537	3.095664
1271	1	-468.2464	-460.1905	-8.055913	10411.72	10.73585	0.98757	0.996791	1.00315	1.01248	3.351522
1272	0	-454.5991	-452.8494	-1.749762	48484.49	13.50692	0.994233	0.99852	1.00147	1.00578	2.852999
1273	1	-453.6512	-453.8121	0.160914	51938.55	13.50549	0.994428	0.99857	1.00142	1.00558	2.711526
1274	0	-450.6661	-448.036	-2.630034	88309.81	16.49521	0.995726	0.998904	1.00109	1.00428	2.850065
1275	1	-452.3896	-454.1036	1.71398	76740.26	17.66768	0.995415	0.998824	1.00117	1.00459	2.561132
1276	0	-457.3797	-455.4035	-1.976224	54914.97	15.46257	0.994581	0.998609	1.00138	1.00543	2.840057
1277	1	-452.9583	-453.5606	0.6023725	66143.07	14.47404	0.995062	0.998733	1.00126	1.00495	2.682389
1278	0	-461.6386	-464.5419	2.903282	81592.92	14.20291	0.995554	0.99886	1.00113	1.00445	2.520823
1279	1	-458.252	-454.4796	-3.772376	22854.64	12.71954	0.991605	0.99784	1.00214	1.00842	3.0074
1280	0	-456.7623	-459.1196	2.357378	38717.81	13.40136	0.993547	0.998343	1.00164	1.00647	2.546571
1281	1	-450.6935	-450.1036	-0.5899788	92026.71	16.94135	0.995813	0.998927	1.00107	1.00419	2.713911
1282	0	-472.7786	-463.7235	-9.055036	65488.3	11.94464	0.995037	0.998727	1.00126	1.00497	3.441983
1283	1	-448.6993	-451.6647	2.965341	1036.336	12.96496	0.960796	0.989641	1.00981	1.03976	2.487435
1284	0	-459.3288	-455.1144	-4.214335	58366.97	12.18663	0.994744	0.998651	1.00134	1.00527	3.039928
1285	1	-447.1747	-448.2531	1.078418	45170.59	16.56736	0.994026	0.998466	1.00152	1.00599	2.623742
1286	0	-461.3733	-458.5117	-2.861659	11515.74	10.94362	0.98818	0.99695	1.003	1.01187	2.881269
1287	1	-472.7294	-466.2753	-6.454113	75517.85	14.96236	0.995378	0.998815	1.00118	1.00463	3.150856
1288	0	-449.3536	-449.9253	0.5716498	82754.32	14.25007	0.995585	0.998868	1.00113	1.00442	2.684978
1289	1	-466.2825	-462.1711	-4.111394	60135.48	12.46877	0.994821	0.998671	1.00132	1.00519	3.03362
1290	0	-465.9501	-452.1504	-13.79978	10043.1	8.359302	0.987345	0.996732	1.00321	1.01271	3.821114
1291	1	-463.9011	-458.5179	-5.383225	19636.68	10.40071	0.990944	0.997669	1.0023	1.00909	3.08397
1292	0	-471.6745	-457.8615	-13.813	28644.67	9.815572	0.9925	0.998072	1.00191	1.00752	3.896688
1293	1	-462.1437	-460.2703	-1.873364	9249.988	11.91655	0.986815	0.996593	1.00334	1.01325	2.839804
1294	0	-465.053	-455.758	-9.29491	15105.69	13.83731	0.989677	0.99734	1.00262	1.01036	3.396984
1295	1	-463.6317	-455.1388	-8.492939	78616.48	13.97097	0.99547	0.998838	1.00115	1.00454	3.33338
1296	0	-460.7098	-454.9558	-5.754011	41604.83	10.99375	0.993775	0.998401	1.00158	1.00624	3.147354
1297	1	-465.378	-458.4217	-6.956214	45453.41	9.729085	0.994044	0.998471	1.00152	1.00597	3.191037
1298	0	-468.6757	-460.4081	-8.267639	83472.5	10.06797	0.995604	0.998873	1.00112	1.0044	3.346586
1299	1	-467.9211	-456.3686	-11.5525	30116.55	10.68593	0.992685	0.99812	1.00186	1.00733	3.677445
1300	0	-454.9021	-451.9372	-2.964857	78902.7	16.12344	0.995478	0.998841	1.00115	1.00453	2.883192
1301	1	-472.3282	-464.4664	-7.861721	92865.54	8.828184	0.995832	0.998932	1.00106	1.00417	3.188375
1302	0	-460.1746	-454.56	-5.614622	97176.06	17.478	0.995925	0.998956	1.00104	1.00408	2.985081
1303	1	-460.707	-451.8959	-8.811112	68464.77	15.55896	0.995146	0.998755	1.00124	1.00486	3.276889
1304	0	-460.7809	-460.1748	-0.606151	94077.99	12.62213	0.995859	0.998938	1.00106	1.00415	2.756333
1305	1	-468.0215	-457.5478	-10.47372	77807.28	10.42475	0.995447	0.998832	1.00116	1.00456	3.573785
1306	0	-456.0499	-451.1238	-4.926046	25054.88	10.66581	0.991981	0.997938	1.00204	1.00804	3.056234
1307	1	-473.2035	-461.4184	-11.78509	11698.23	11.39865	0.988272	0.996974	1.00298	1.01178	3.687648
1308	0	-455.9237	-454.9116	-1.012101	37605.66	14.30202	0.993453	0.998318	1.00167	1.00656	2.795667
1309	1	-473.1345	-461.2768	-11.85774	84425.44	9.439207	0.995629	0.998879	1.00111	1.00438	3.683065
1310	0	-468.983	-469.8752	0.892259	25555.23	14.03603	0.99206	0.997958	1.00202	1.00796	2.661922
1311	1	-460.9904	-455.2429	-5.747418	32207.57	9.806289	0.992926	0.998182	1.0018	1.00709	3.074119
1312	0	-461.9327	-466.1207	4.18802	65301.32	18.89232	0.99503	0.998725	1.00127	1.00498	2.396638
1313	1	-465.854	-458.0133	-7.84073	13457.39	9.535712	0.989064	0.99718	1.00278	1.01098	3.266242
1314	0	-462.5971	-458.2827	-4.314459	51597.22	13.03563	0.99441	0.998565	1.00142	1.0056	3.048417
1315	1	-478.3963	-467.6708	-10.72544	28275.98	17.28766	0.992451	0.998059	1.00192	1.00757	3.289813
1316	0	-452.7304	-452.8215	0.09116918	45089.44	11.92951	0.99402	0.998465	1.00152	1.00599	2.675559
1317	1	-445.5683	-453.4683	7.900054	61900.26	18.87597	0.994896	0.99869	1.0013	1.00511	2.200352
1318	0	-460.0312	-454.2032	-5.827995	90008.47	13.95606	0.995766	0.998915	1.00108	1.00424	3.143065
1319	1	-457.2521	-462.1738	4.921642	17044.74	18.09776	0.990281	0.997496	1.00247	1.00975	2.372762
1320	0	-459.8651	-454.3696	-5.495577	37141.81	16.7881	0.993412	0.998308	1.00168	1.0066	3.010525
1321	1	-469.8434	-464.2439	-5.599519	99026	12.26631	0.995964	0.998965	1.00103	1.00404	3.153591
1322	0	-459.5473	-456.3364	-3.21096	42045.18	11.26366	0.993808	0.99841	1.00158	1.00621	2.929655
1323	1	-469.9679	-468.688	-1.27991	62769.17	13.73088	0.994931	0.9987	1.00129	1.00508	2.818088
1324	0	-469.4403	-460.1309	-9.309404	53024.7	10.04077	0.994485	0.998585	1.0014	1.00553	3.4489
1325	1	-470.4352	-457.5666	-12.86851	58522.25	9.982595	0.994751	0.998653	1.00134	1.00526	3.80283
1326	0	-467.1625	-463.7753	-3.387203	93858.1	13.18486	0.995854	0.998937	1.00106	1.00415	2.976719
1327	1	-459.9219	-453.0841	-6.837824	57272.56	9.561401	0.994694	0.998638	1.00135	1.00532	3.163575
1328	0	-469.0171	-456.6102	-12.40695	53889.78	10.27581	0.99453	0.998596	1.00139	1.00548	3.759202
1329	1	-465.9512	-457.7182	-8.232995	53340.51	10.5749	0.994502	0.998589	1.0014	1.00551	3.363756
1330	0	-462.2315	-459.6097	-2.621782	38775.86	18.18425	0.993552	0.998344	1.00164	1.00646	2.786108
1331	1	-473.6529	-462.0944	-11.55858	75440.13	11.1719	0.995376	0.998814	1.00118	1.00463	3.672538
1332	0	-460.8444	-456.7964	-4.048013	85445.4	13.10098	0.995655	0.998886	1.00111	1.00435	3.027525
1333	1	-458.8537	-453.1599	-5.693726	52254.74	11.49826	0.994445	0.998574	1.00141	1.00557	3.15523
1334	0	-456.1078	-458.5812	2.473349	8161.483	19.49432	0.985965	0.996371	1.00356	1.0141	2.470381
1335	1	-467.0641	-461.8851	-5.178999	9847.984	11.9302	0.98722	0.996699	1.00324	1.01284	3.117342
1336	0	-461.7843	-453.2612	-8.523085	39302.45	18.13765	0.993596	0.998355	1.00163	1.00642	3.113342
1337	1	-464.2092	-461.8492	-2.359995	12441.77	18.98216	0.988627	0.997066	1.00289	1.01142	2.739552
1338	0	-455.7944	-448.7578	-7.036573	92303.11	11.12793	0.995819	0.998928	1.00107	1.00419	3.266944
1339	1	-464.8525	-463.5347	-1.317754	4727.484	16.76409	0.981574	0.995218	1.00466	1.01855	2.76241
1340	0	-465.8781	-453.7626	-12.11557	3912.995	11.85885	0.979754	0.994737	1.00512	1.02039	3.701489
1341	1	-454.9069	-457.4241	2.517197	46031.24	13.31615	0.994082	0.998481	1.00151	1.00593	2.532505
1342	0	-463.4382	-458.162	-5.27617	33765.3	11.97012	0.993091	0.998225	1.00176	1.00693	3.125838
1343	1	-449.021	-448.6249	-0.3961643	95028.36	13.75031	0.99588	0.998944	1.00105	1.00413	2.753769
1344	0	-464.9926	-462.5683	-2.424307	75212.62	14.94124	0.995369	0.998812	1.00118	1.00464	2.882006
1345	1	-452.5913	-452.8006	0.2093229	85661.64	16.11599	0.99566	0.998887	1.00111	1.00435	2.686483
1346	0	-456.4293	-455.59	-0.839297	24012.44	17.73266	0.991809	0.997893	1.00208	1.00821	2.703489
1347	1	-453.8202	-453.9445	0.1242877	21805.41	15.75887	0.991405	0.997788	1.00219	1.00862	2.69899
1348	0	-450.5626	-453.653	3.090418	98345.84	15.91934	0.99595	0.998962	1.00103	1.00406	2.509538
1349	1	-465.2169	-456.2072	-9.009783	91897.45	9.955733	0.99581	0.998926	1.00107	1.0042	3.414945
1350	0	-456.9979	-456.9789	-0.01893655	62542.98	18.22985	0.994922	0.998697	1.00129	1.00509	2.641492
1351	1	-462.5619	-455.8321	-6.729806	48261.08	12.2236	0.99422	0.998516	1.00147	1.00579	3.246077
1352	0	-457.9253	-458.663	0.7377531	22446.75	14.76217	0.991529	0.99782	1.00215	1.0085	2.671704
1353	1	-461.6421	-458.5663	-3.075819	39440.92	20.92135	0.993607	0.998358	1.00163	1.00641	2.691924
1354	0	-468.8477	-470.1537	1.305988	10456.65	16.96749	0.987597	0.996798	1.00315	1.01246	2.601406
1355	1	-457.606	-451.0523	-6.55367	86327.72	10.60802	0.995677	0.998892	1.0011	1.00433	3.206408
1356	0	-456.4767	-458.9804	2.503652	11313.69	16.08054	0.988075	0.996922	1.00303	1.01198	2.544554
1357	1	-457.0565	-454.7951	-2.261484	89819.47	14.06969	0.995762	0.998914	1.00108	1.00424	2.886207
1358	0	-459.9797	-458.8658	-1.113925	31359.65	15.51717	0.992831	0.998158	1.00182	1.00719	2.783103
1359	1	-463.1838	-458.9127	-4.271089	76640.57	14.3788	0.995412	0.998824	1.00117	1.0046	3.02159
1360	0	-461.9837	-460.0872	-1.896506	68028.15	10.94378	0.995131	0.998751	1.00124	1.00488	2.793087
1361	1	-446.7186	-448.3964	1.677754	28870.36	14.74232	0.992529	0.998079	1.0019	1.00749	2.608067
1362	0	-461.3103	-457.5034	-3.806831	42053.13	17.85847	0.993808	0.99841	1.00158	1.00621	2.865435
1363	1	-459.9945	-455.7358	-4.258672	36083.73	18.32561	0.993316	0.998283	1.0017	1.0067	2.869721
1364	0	-466.7557	-462.2305	-4.525174	29358.57	12.19869	0.992591	0.998095	1.00189	1.00743	3.065531
1365	1	-462.2453	-459.437	-2.808348	44022.99	10.29728	0.993948	0.998446	1.00154	1.00606	2.827108
1366	0	-465.4762	-460.1596	-5.316617	13344.93	13.40769	0.989018	0.997168	1.00279	1.01102	3.119076
1367	1	-459.9376	-454.3686	-5.568943	68143.37	15.85379	0.995135	0.998752	1.00124	1.00487	3.056272
1368	0	-456.4109	-452.1843	-4.226639	11740.79	10.86959	0.988294	0.996979	1.00297	1.01176	3.00223
1369	1	-452.9039	-446.4271	-6.476818	73712.74	15.70548	0.995322	0.9988	1.00119	1.00469	3.120291
1370	0	-460.5164	-458.9164	-1.600004	52027.55	15.03333	0.994433	0.998571	1.00142	1.00558	2.825053
1371	1	-464.6534	-467.0415	2.388066	2503.181	13.8376	0.974709	0.993397	1.00637	1.02552	2.552678
1372	0	-466.3508	-456.9643	-9.386491	2897.978	13.32407	0.976488	0.993871	1.00593	1.02371	3.426107
1373	1	-451.4744	-458.1086	6.634258	34942.66	24.93842	0.993208	0.998255	1.00173	1.00681	2.125492
1374	0	-458.583	-450.2571	-8.325963	72994.77	13.18905	0.995299	0.998794	1.0012	1.00471	3.351157
1375	1	-458.276	-465.3888	7.112788	88181.71	16.2677	0.995723	0.998903	1.00109	1.00428	2.258812
1376	0	-465.6627	-460.3761	-5.286596	75060.73	11.80985	0.995364	0.998811	1.00118	1.00464	3.125059
1377	1	-459.2378	-457.3168	-1.920944	9455.786	11.05382	0.986959	0.996631	1.00331	1.0131	2.802611
1378	0	-472.4342	-472.3403	-0.09390092	73852.91	14.68332	0.995327	0.998801	1.00119	1.00468	2.72881
1379	1	-448.6543	-451.5954	2.941096	6251.822	16.42741	0.98397	0.995848	1.00406	1.01612	2.513237
1380	0	-469.458	-463.9488	-5.509133	92614.47	11.04935	0.995826	0.99893	1.00106	1.00418	3.127067
1381	1	-455.8298	-455.898	0.06823041	3084.368	18.59344	0.977206	0.994062	1.00575	1.02298	2.624786
1382	0	-454.079	-454.6729	0.5939315	96314	15.41241	0.995907	0.998951	1.00104	1.0041	2.674549
1383	1	-459.3035	-457.2724	-2.031113	6060.282	14.43142	0.983719	0.995782	1.00412	1.01637	2.865006
1384	0	-461.4538	-457.6726	-3.781244	86513.14	11.67593	0.995682	0.998893	1.0011	1.00432	2.994222
1385	1	-459.8373	-458.1512	-1.686059	75151.11	15.68789	0.995367	0.998812	1.00118	1.00464	2.815706
1386	0	-469.0547	-466.8498	-2.204826	46203.35	12.66727	0.994093	0.998483	1.0015	1.00592	2.883558
1387	1	-463.9566	-467.9566	4.00001	20059.21	14.20125	0.99104	0.997693	1.00228	1.00899	2.443575
1388	0	-457.9441	-456.2937	-1.650448	60384	13.14807	0.994832	0.998674	1.00132	1.00518	2.844803
1389	1	-456.9812	-460.5838	3.602588	84149.03	15.88108	0.995622	0.998877	1.00112	1.00439	2.477604
1390	0	-457.0706	-453.1503	-3.920346	36003.4	10.38728	0.993309	0.998281	1.0017	1.00671	2.942282
1391	1	-459.35	-457.2677	-2.082256	6064.058	18.42591	0.983724	0.995784	1.00412	1.01637	2.74704
1392	0	-458.9358	-455.3719	-3.563983	44921.12	14.10805	0.994009	0.998462	1.00153	1.006	2.978051
1393	1	-471.5369	-467.3556	-4.181303	1805.077	16.43517	0.970242	0.992201	1.00748	1.03007	2.946498
1394	0	-466.7715	-461.8693	-4.902165	68846.93	16.29349	0.99516	0.998759	1.00123	1.00485	2.996314
1395	1	-456.7628	-457.3499	0.5871447	97487.29	16.95831	0.995932	0.998957	1.00104	1.00407	2.644003
1396	0	-453.5719	-452.1438	-1.428058	7814.634	11.08538	0.985658	0.996291	1.00364	1.01442	2.760144
1397	1	-469.309	-461.343	-7.966043	30772.44	9.91016	0.992763	0.99814	1.00184	1.00726	3.307267
1398	0	-466.1952	-456.1305	-10.0647	49030.4	12.73264	0.994265	0.998528	1.00146	1.00575	3.501603
1399	1	-470.8145	-467.6822	-3.13225	67697.85	15.00539	0.995119	0.998748	1.00124	1.00489	2.927716
1400	0	-471.4483	-468.8757	-2.572524	3167.603	10.69363	0.977506	0.994142	1.00568	1.02267	2.837665
1401	1	-464.3037	-460.7606	-3.543098	10274.05	14.11481	0.987488	0.996769	1.00318	1.01257	2.976441
1402	0	-465.5399	-456.9746	-8.565359	10419.24	13.82143	0.987575	0.996792	1.00315	1.01248	3.344926
1403	1	-465.4669	-460.3242	-5.142659	30682.64	13.11544	0.992753	0.998137	1.00184	1.00727	3.110877
1404	0	-469.4422	-462.2687	-7.173495	31226.29	9.71601	0.992816	0.998154	1.00183	1.0072	3.212288
1405	1	-464.002	-453.6046	-10.39747	56876.89	11.27918	0.994675	0.998634	1.00136	1.00533	3.567501
1406	0	-459.1992	-457.1757	-2.023464	68475.74	16.9095	0.995147	0.998755	1.00124	1.00486	2.799611
1407	1	-471.0985	-467.7685	-3.329957	9779.982	11.65899	0.987176	0.996688	1.00325	1.01288	2.95505
1408	0	-465.9148	-458.9052	-7.009626	30752.03	11.33948	0.992761	0.998139	1.00184	1.00726	3.26798
1409	1	-461.7894	-460.1127	-1.676661	80597.61	15.33387	0.995526	0.998853	1.00114	1.00448	2.823688
1410	0	-465.1912	-457.4898	-7.70143	49418.17	11.96871	0.994288	0.998534	1.00145	1.00572	3.32846
1411	1	-461.2737	-465.4188	4.145141	13228.56	16.18392	0.98897	0.997156	1.0028	1.01107	2.44183
1412	0	-462.8391	-464.3116	1.472553	57151.33	13.97627	0.994688	0.998637	1.00135	1.00532	2.620123
1413	1	-463.1669	-453.6974	-9.469494	77395.34	10.81914	0.995435	0.998829	1.00116	1.00457	3.484123
1414	0	-451.7313	-450.6158	-1.115507	27655.02	17.57821	0.992367	0.998037	1.00194	1.00765	2.72431
1415	1	-459.1305	-446.7551	-12.37544	73085.84	8.091775	0.995302	0.998795	1.0012	1.00471	3.613226
1416	0	-455.084	-454.0119	-1.072077	31204.99	13.77225	0.992814	0.998153	1.00183	1.0072	2.802888
1417	1	-472.5735	-462.1473	-10.4262	54178.62	14.67813	0.994544	0.9986	1.00139	1.00547	3.432783
1418	0	-452.7673	-450.7016	-2.065696	89345.6	13.50369	0.995751	0.998911	1.00108	1.00426	2.876399
1419	1	-460.1289	-457.7106	-2.418272	45784.77	15.28888	0.994066	0.998476	1.00151	1.00595	2.873213
1420	0	-463.4788	-463.0152	-0.463643	92456.52	19.71338	0.995823	0.998929	1.00106	1.00418	2.612932
1421	1	-468.4006	-465.7659	-2.634715	42861.82	11.62764	0.993867	0.998425	1.00156	1.00615	2.89427
1422	0	-451.7163	-451.9454	0.229104	12584.06	11.88189	0.988692	0.997083	1.00287	1.01135	2.661673
1423	1	-453.2544	-449.8454	-3.408985	66466.94	13.6979	0.995074	0.998736	1.00125	1.00493	2.973588
1424	0	-460.1436	-454.7157	-5.427938	774.9139	13.88948	0.954714	0.987971	1.01129	1.04602	3.116171
1425	1	-461.52	-460.3394	-1.180609	90274.33	13.9877	0.995773	0.998916	1.00108	1.00423	2.809893
1426	0	-465.0138	-459.4758	-5.538004	1733.943	10.44729	0.969641	0.992039	1.00763	1.03069	3.10168
1427	1	-458.132	-459.3342	1.202254	35356.85	16.8449	0.993248	0.998265	1.00172	1.00677	2.610303
1428	0	-449.6009	-452.9957	3.394817	80962.3	17.97774	0.995536	0.998855	1.00114	1.00447	2.459692
1429	1	-458.9523	-461.0783	2.126031	99944.34	15.92318	0.995982	0.99897	1.00102	1.00402	2.570071
1430	0	-458.374	-452.2313	-6.14264	7251.624	14.78009	0.985113	0.996148	1.00377	1.01497	3.137106
1431	1	-452.5531	-460.3116	7.758458	22469.01	18.32192	0.991533	0.997821	1.00215	1.00849	2.214
1432	0	-456.9558	-455.5884	-1.367421	65256.77	15.70753	0.995029	0.998725	1.00127	1.00498	2.794916
1433	1	-464.0913	-456.2632	-7.828036	7625.532	13.35736	0.985482	0.996245	1.00368	1.01459	3.308056
1434	0	-460.5419	-456.2135	-4.328409	43824.05	19.14032	0.993935	0.998443	1.00154	1.00608	2.835876
1435	1	-467.228	-454.5333	-12.6947	4776.625	14.95989	0.981669	0.995243	1.00464	1.01845	3.568111
1436	0	-450.8856	-454.6199	3.734291	56694.82	14.30902	0.994667	0.998631	1.00136	1.00534	2.463897
1437	1	-464.1591	-456.6678	-7.491326	12633.06	10.50494	0.988714	0.997089	1.00287	1.01133	3.290982
1438	0	-451.4319	-449.2016	-2.2303	23912.83	11.89166	0.991792	0.997889	1.00209	1.00823	2.868973
1439	1	-458.0387	-453.3914	-4.647245	25702.1	17.65072	0.992083	0.997964	1.00201	1.00794	2.921948
1440	0	-457.1117	-456.0245	-1.08724	84879.73	18.7673	0.99564	0.998882	1.00111	1.00437	2.680518
1441	1	-466.4668	-460.3317	-6.135037	95333.58	12.39508	0.995886	0.998946	1.00105	1.00412	3.196499
1442	0	-451.0451	-450.9865	-0.05860557	44129.5	12.40177	0.993956	0.998448	1.00154	1.00606	2.706486
1443	1	-461.8183	-454.8359	-6.982305	95269.79	14.2048	0.995885	0.998945	1.00105	1.00412	3.216778
1444	0	-460.9457	-461.4995	0.5537909	27196.75	12.37728	0.992303	0.998021	1.00196	1.00772	2.656211
1445	1	-470.2282	-463.6114	-6.616848	19263.54	14.26593	0.990857	0.997646	1.00232	1.00917	3.188861
1446	0	-452.6409	-456.6744	4.033475	3950.848	12.16292	0.97985	0.994763	1.00509	1.02029	2.361568
1447	1	-457.0774	-452.6757	-4.40174	90289.77	11.19046	0.995773	0.998916	1.00108	1.00423	3.032648
1448	0	-461.6982	-461.723	0.02485149	2943.015	16.0554	0.976667	0.993919	1.00589	1.02353	2.699246
1449	1	-462.7883	-459.0337	-3.754592	94589.69	9.558325	0.99587	0.998941	1.00105	1.00414	2.840707
1450	0	-470.1478	-470.8644	0.7165854	30758.28	14.33587	0.992762	0.99814	1.00184	1.00726	2.67477
1451	1	-457.7583	-455.5586	-2.199701	77490.76	15.09507	0.995437	0.99883	1.00116	1.00457	2.86354
1452	0	-462.8964	-465.2629	2.366563	74627.91	14.55975	0.995351	0.998808	1.00118	1.00466	2.560878
1453	1	-463.4919	-461.3483	-2.143591	19740.54	14.76186	0.990968	0.997675	1.0023	1.00906	2.866894
1454	0	-459.9627	-461.0324	1.06964	98514.06	13.85252	0.995953	0.998963	1.00103	1.00405	2.648079
1455	1	-456.9541	-457.774	0.819926	51806.52	15.50205	0.994421	0.998568	1.00142	1.00559	2.658686
1456	0	-465.5951	-454.6668	-10.92823	56514.92	11.52621	0.994658	0.998629	1.00136	1.00535	3.609869
1457	1	-457.1731	-458.1974	1.024271	53611.41	16.63193	0.994516	0.998592	1.0014	1.0055	2.625624
1458	0	-458.6672	-452.267	-6.400157	32136.64	11.57186	0.992918	0.99818	1.0018	1.0071	3.217544
1459	1	-452.6535	-452.8205	0.1670135	24549.03	17.11229	0.991899	0.997916	1.00206	1.00812	2.664621
1460	0	-457.9385	-452.2781	-5.660446	64728.69	12.35903	0.995008	0.998719	1.00127	1.005	3.158344
1461	1	-460.9005	-454.5789	-6.32158	47114	14.58887	0.99415	0.998498	1.00149	1.00586	3.156514
1462	0	-470.2441	-456.1952	-14.0489	96626.37	12.34676	0.995914	0.998953	1.00104	1.00409	3.837788
1463	1	-469.8322	-463.9592	-5.872968	54102.83	9.975255	0.994541	0.998599	1.00139	1.00547	3.101463
1464	0	-467.6591	-462.2284	-5.430681	60954.14	14.97251	0.994856	0.99868	1.00131	1.00515	3.082087
1465	1	-457.4016	-455.2858	-2.115798	16571.74	11.67646	0.990143	0.997461	1.0025	1.00989	2.851603
1466	0	-476.512	-473.1017	-3.410246	94234.87	12.52447	0.995862	0.998939	1.00105	1.00414	2.977848
1467	1	-467.4219	-462.6473	-4.774576	41578.8	10.84132	0.993773	0.998401	1.00159	1.00624	3.051273
1468	0	-450.1142	-451.1981	1.083879	77218.41	15.28511	0.995429	0.998828	1.00116	1.00458	2.644188
1469	1	-462.133	-458.5386	-3.594429	21069.8	15.89708	0.991257	0.99775	1.00222	1.00877	2.930231
1470	0	-453.0187	-451.0748	-1.943876	64521.95	10.61427	0.995	0.998717	1.00127	1.00501	2.772376
1471	1	-457.3933	-455.5661	-1.827132	49448.5	14.88629	0.99429	0.998534	1.00145	1.00572	2.843119
1472	0	-462.053	-459.3796	-2.673382	66859.58	22.14804	0.995088	0.99874	1.00125	1.00492	2.61906
1473	1	-453.2246	-453.7683	0.5437106	67649.67	13.67843	0.995117	0.998748	1.00124	1.00489	2.684869
1474	0	-460.2013	-459.8656	-0.3356905	16064.33	13.71288	0.989989	0.997421	1.00254	1.01005	2.749271
1475	1	-457.1362	-450.4509	-6.685321	30151.56	9.850974	0.992689	0.998121	1.00186	1.00733	3.173399
1476	0	-458.2853	-456.3569	-1.928455	39052.58	14.7738	0.993575	0.99835	1.00164	1.00644	2.852098
1477	1	-454.3603	-446.1542	-8.206168	55199.78	10.3572	0.994595	0.998613	1.00138	1.00542	3.353729
1478	0	-481.483	-470.7331	-10.74983	33044.67	10.01719	0.993016	0.998205	1.00178	1.007	3.591662
1479	1	-462.2081	-453.7616	-8.446526	34685.09	10.74125	0.993183	0.998249	1.00173	1.00683	3.388021
1480	0	-470.6306	-459.6588	-10.97186	33988.53	14.0969	0.993114	0.998231	1.00175	1.0069	3.503762
1481	1	-457.1701	-456.1882	-0.9818655	91264.67	14.7927	0.995796	0.998922	1.00107	1.00421	2.787751
1482	0	-457.011	-449.9103	-7.10064	22567.46	13.5085	0.991551	0.997826	1.00215	1.00847	3.249108
1483	1	-464.8748	-465.2862	0.4113832	43289.12	15.38732	0.993897	0.998433	1.00155	1.00612	2.686758
1484	0	-448.0038	-444.3977	-3.606094	21621.71	14.6622	0.991369	0.997779	1.00219	1.00866	2.968545
1485	1	-447.0801	-456.5047	9.424599	54456.28	20.96213	0.994558	0.998603	1.00139	1.00545	2.093773
