Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
1021	1	-457.8236	-455.6404	-2.183214	44582.31	13.25832	0.993986	0.998456	1.00153	1.00603	2.88549
1022	0	-455.3076	-456.1976	0.8900457	47230.33	12.92144	0.994157	0.9985	1.00149	1.00585	2.646425
1023	1	-463.1909	-452.6856	-10.50533	55596.9	15.99202	0.994614	0.998618	1.00137	1.0054	3.359061
1024	0	-462.3011	-461.62	-0.6811346	51021.99	13.14614	0.994378	0.998557	1.00143	1.00563	2.771058
1025	1	-468.2354	-457.8129	-10.42251	9677.708	18.40066	0.987109	0.99667	1.00327	1.01295	3.201286
1026	0	-455.6264	-451.4166	-4.209791	91339.37	10.43283	0.995797	0.998923	1.00107	1.00421	2.973502
1027	1	-454.3278	-451.254	-3.0738	28375.31	14.64754	0.992464	0.998063	1.00192	1.00756	2.932576
1028	0	-452.6474	-450.0947	-2.552715	42214.75	11.93907	0.99382	0.998413	1.00157	1.00619	2.897455
1029	1	-460.4043	-456.3134	-4.090861	59312.6	12.87072	0.994786	0.998662	1.00133	1.00522	3.032109
1030	0	-456.1612	-449.1595	-7.00169	77051.91	11.02166	0.995425	0.998827	1.00117	1.00458	3.261512
1031	1	-461.5074	-452.4998	-9.007598	36250.19	13.27159	0.993332	0.998287	1.0017	1.00668	3.399705
1032	0	-467.3254	-457.1251	-10.20027	9659.406	8.888971	0.987097	0.996667	1.00327	1.01296	3.459939
1033	1	-455.5928	-449.9742	-5.61851	54715.16	13.10681	0.994571	0.998607	1.00138	1.00544	3.147304
1034	0	-456.7112	-455.2251	-1.486129	51524.01	15.63894	0.994406	0.998564	1.00142	1.00561	2.804168
1035	1	-448.1479	-445.5179	-2.629972	30726.77	13.95939	0.992758	0.998139	1.00184	1.00726	2.913874
1036	0	-459.9234	-455.0518	-4.871629	83304.4	12.64316	0.995599	0.998872	1.00112	1.00441	3.094189
1037	1	-459.9613	-453.9664	-5.994851	22628.81	10.7309	0.991563	0.997829	1.00215	1.00846	3.15933
1038	0	-473.6226	-461.5911	-12.03158	16490.72	12.1425	0.990119	0.997454	1.00251	1.00992	3.683246
1039	1	-454.9981	-454.0082	-0.9899377	42013.37	16.53496	0.993805	0.998409	1.00158	1.00621	2.749511
1040	0	-453.4426	-454.1135	0.6708901	55970.83	17.60754	0.994632	0.998623	1.00137	1.00538	2.621864
1041	1	-473.126	-461.7885	-11.33751	67023.29	9.75119	0.995094	0.998742	1.00125	1.00491	3.642201
1042	0	-466.8834	-461.9889	-4.894497	12360.15	14.82002	0.98859	0.997057	1.0029	1.01146	3.051358
1043	1	-466.5833	-454.6666	-11.91674	21937.83	9.815772	0.991431	0.997795	1.00218	1.00859	3.703504
1044	0	-454.2366	-451.0911	-3.145505	94788.14	14.90897	0.995874	0.998942	1.00105	1.00413	2.931105
1045	1	-464.4792	-455.8328	-8.646453	72035.53	13.44817	0.995268	0.998786	1.00121	1.00474	3.365881
1046	0	-464.6615	-456.4407	-8.220851	94381.08	14.66527	0.995866	0.99894	1.00105	1.00414	3.283139
1047	1	-454.8413	-453.3878	-1.45353	42211.39	15.12737	0.99382	0.998413	1.00157	1.00619	2.813466
1048	0	-450.2681	-448.6458	-1.622256	21464.76	14.47843	0.991337	0.997771	1.0022	1.00869	2.836025
1049	1	-459.4863	-457.5934	-1.892915	98018.62	13.73835	0.995943	0.99896	1.00103	1.00406	2.86269
1050	0	-458.855	-457.6863	-1.168638	86109.7	20.47902	0.995672	0.99889	1.0011	1.00433	2.618476
1051	1	-457.1395	-458.1393	0.9997629	80555.77	13.47029	0.995525	0.998853	1.00114	1.00448	2.648917
1052	0	-452.6324	-455.4155	2.783087	1904.371	15.46021	0.971024	0.992411	1.00729	1.02928	2.532274
1053	1	-458.1324	-458.3013	0.1689233	96525.16	12.2021	0.995912	0.998952	1.00104	1.00409	2.680862
1054	0	-452.0763	-452.5086	0.4322947	30115.32	13.88061	0.992685	0.99812	1.00186	1.00733	2.694215
1055	1	-459.3559	-458.3656	-0.9903653	8289.283	12.01671	0.986073	0.9964	1.00353	1.014	2.769544
1056	0	-461.6677	-453.1503	-8.517366	39360.98	15.43022	0.9936	0.998356	1.00163	1.00641	3.264783
1057	1	-464.4293	-457.1199	-7.309396	57396.84	10.72674	0.994699	0.99864	1.00135	1.00531	3.281699
1058	0	-457.9277	-453.6956	-4.232097	98491.54	12.42247	0.995953	0.998963	1.00103	1.00405	3.04311
1059	1	-456.4645	-450.8988	-5.565745	69154.72	9.381945	0.995171	0.998761	1.00123	1.00484	3.009524
1060	0	-464.8614	-456.4201	-8.441294	51361.44	12.40583	0.994397	0.998562	1.00143	1.00561	3.382322
1061	1	-456.6176	-447.4974	-9.120272	73134.41	9.814108	0.995304	0.998796	1.0012	1.0047	3.418514
1062	0	-460.9932	-456.0273	-4.965909	55271.05	14.72211	0.994598	0.998614	1.00138	1.00541	3.059372
1063	1	-477.12	-468.096	-9.023951	18121.63	10.44416	0.990573	0.997572	1.0024	1.00946	3.435263
1064	0	-455.5134	-452.3025	-3.210906	47263.33	11.2999	0.994159	0.998501	1.00149	1.00585	2.931268
1065	1	-464.4803	-452.9311	-11.54917	49282.12	10.96997	0.99428	0.998532	1.00146	1.00573	3.674792
1066	0	-462.9406	-457.6222	-5.318409	88405.35	14.18659	0.995728	0.998905	1.00109	1.00428	3.100169
1067	1	-459.1275	-459.0168	-0.1107431	75377.65	13.44378	0.995374	0.998814	1.00118	1.00463	2.731131
1068	0	-460.8843	-458.4571	-2.42717	97391.18	11.43832	0.99593	0.998957	1.00104	1.00408	2.868498
1069	1	-471.0828	-467.9905	-3.092249	9717.888	12.22051	0.987135	0.996677	1.00326	1.01292	2.948441
1070	0	-457.6517	-454.2923	-3.359356	30979.17	12.36171	0.992787	0.998146	1.00184	1.00723	2.972188
1071	1	-475.8049	-470.7345	-5.070462	42770.47	12.88273	0.99386	0.998423	1.00156	1.00615	3.108104
1072	0	-452.2323	-454.7186	2.486361	78697.04	14.30009	0.995473	0.998839	1.00115	1.00453	2.551038
1073	1	-456.5404	-451.9927	-4.547677	37048.39	17.18977	0.993404	0.998306	1.00168	1.00661	2.936757
1074	0	-454.4393	-453.8796	-0.5597057	52158.42	11.20321	0.99444	0.998573	1.00142	1.00557	2.690197
1075	1	-457.4657	-455.7273	-1.738335	50212.99	17.24971	0.994333	0.998545	1.00144	1.00568	2.771267
1076	0	-455.6987	-454.4429	-1.255834	41860.27	14.48214	0.993794	0.998406	1.00158	1.00622	2.810671
1077	1	-460.6172	-462.0674	1.450159	98183.41	12.67299	0.995946	0.998961	1.00103	1.00406	2.59522
1078	0	-469.0379	-465.5936	-3.444362	57290.98	14.29439	0.994694	0.998639	1.00135	1.00532	2.965891
1079	1	-452.1535	-456.1069	3.953391	18238.66	17.22304	0.990604	0.99758	1.00239	1.00943	2.441713
1080	0	-451.453	-450.624	-0.8290255	78736.02	14.50666	0.995474	0.998839	1.00115	1.00453	2.780942
1081	1	-460.0028	-461.7719	1.769139	27633.48	17.31196	0.992364	0.998037	1.00194	1.00766	2.56651
1082	0	-450.5279	-450.3318	-0.1960415	73460.76	14.14839	0.995314	0.998798	1.00119	1.00469	2.73922
1083	1	-464.4565	-461.6114	-2.845061	76356.28	11.38495	0.995404	0.998821	1.00117	1.0046	2.902746
1084	0	-454.837	-450.9793	-3.857664	94511.32	13.85183	0.995868	0.998941	1.00105	1.00414	3.003788
1085	1	-446.419	-453.0879	6.668891	95171.87	16.0099	0.995883	0.998945	1.00105	1.00412	2.285223
1086	0	-462.9295	-453.5358	-9.393719	20180.95	19.27268	0.991067	0.9977	1.00227	1.00896	3.092511
1087	1	-461.7011	-461.0152	-0.6858644	75053.88	16.64216	0.995364	0.998811	1.00118	1.00464	2.728161
1088	0	-456.2946	-453.5073	-2.787365	70553.28	11.6009	0.995219	0.998774	1.00122	1.00479	2.906424
1089	1	-477.0048	-467.5661	-9.438697	74976.41	11.63165	0.995362	0.998811	1.00118	1.00465	3.479373
1090	0	-462.3785	-465.9377	3.559161	67760.5	14.51085	0.995121	0.998749	1.00124	1.00489	2.478489
1091	1	-450.8557	-454.6951	3.839387	47801.17	17.32409	0.994192	0.998509	1.00148	1.00582	2.44673
1092	0	-460.1245	-459.6575	-0.4669746	65351.96	15.43074	0.995032	0.998726	1.00127	1.00498	2.743045
1093	1	-467.0157	-463.682	-3.333681	67291.82	15.76147	0.995104	0.998744	1.00125	1.0049	2.918335
1094	0	-454.2748	-454.3786	0.1038141	73781.78	14.59183	0.995324	0.998801	1.00119	1.00468	2.716062
1095	1	-458.6416	-457.1971	-1.444532	82415.4	12.06593	0.995576	0.998866	1.00113	1.00443	2.80896
1096	0	-455.9015	-455.055	-0.8464113	70301.33	13.40148	0.99521	0.998771	1.00122	1.0048	2.785636
1097	1	-465.472	-456.2501	-9.221904	18492.73	11.48597	0.990668	0.997597	1.00237	1.00936	3.462176
1098	0	-457.2673	-447.9017	-9.365586	51066.83	9.018951	0.994381	0.998558	1.00143	1.00563	3.380637
1099	1	-456.394	-448.7227	-7.671249	465.1951	13.45124	0.941696	0.984339	1.01443	1.05953	3.293264
1100	0	-463.0958	-454.6481	-8.447749	61765.96	12.34664	0.99489	0.998689	1.0013	1.00512	3.384137
1101	1	-454.6063	-454.5608	-0.04552263	31821.2	12.41363	0.992883	0.998171	1.00181	1.00713	2.705812
1102	0	-455.1361	-449.4835	-5.652571	73408.57	12.36399	0.995312	0.998798	1.00119	1.0047	3.15769
1103	1	-456.8292	-453.2822	-3.546986	81797.31	15.88496	0.995559	0.998861	1.00113	1.00445	2.927665
1104	0	-453.7653	-456.8255	3.060194	21543.28	19.49755	0.991353	0.997775	1.0022	1.00867	2.440188
1105	1	-451.7407	-451.435	-0.3057464	39279.52	16.13518	0.993594	0.998355	1.00163	1.00642	2.717996
1106	0	-452.8811	-450.8173	-2.063794	51748.52	18.1853	0.994418	0.998567	1.00142	1.00559	2.755382
1107	1	-456.3017	-457.1979	0.8962025	93862.16	16.76215	0.995854	0.998937	1.00106	1.00415	2.63039
1108	0	-459.9298	-458.071	-1.858802	60133.31	11.00953	0.994821	0.998671	1.00132	1.00519	2.794094
1109	1	-458.5845	-456.9814	-1.603148	71021.7	17.86577	0.995234	0.998778	1.00121	1.00477	2.741774
1110	0	-460.7232	-453.3476	-7.37559	10008.42	10.74491	0.987323	0.996726	1.00322	1.01273	3.28843
1111	1	-449.745	-456.1258	6.380759	8107.78	21.63597	0.985919	0.996359	1.00357	1.01415	2.222976
1112	0	-464.6162	-455.6057	-9.010519	67522.87	11.91838	0.995113	0.998746	1.00125	1.0049	3.438702
1113	1	-450.5069	-456.4537	5.946753	19201.43	16.5571	0.990842	0.997642	1.00233	1.00919	2.329925
1114	0	-448.1867	-448.3766	0.189857	53898.72	13.24551	0.99453	0.998596	1.00139	1.00548	2.706321
1115	1	-461.3738	-462.0889	0.7150908	19256.93	16.97027	0.990855	0.997646	1.00232	1.00917	2.636163
1116	0	-469.826	-457.7792	-12.04682	70174.22	10.63843	0.995206	0.99877	1.00122	1.0048	3.724053
1117	1	-466.9488	-459.8061	-7.142783	97291.61	9.683325	0.995928	0.998956	1.00104	1.00408	3.206367
1118	0	-462.2743	-455.949	-6.325255	70046.17	11.04943	0.995201	0.998769	1.00122	1.00481	3.200931
1119	1	-469.0224	-464.3063	-4.716089	69268.95	10.55994	0.995175	0.998762	1.00123	1.00483	3.030266
1120	0	-450.139	-452.3864	2.247431	24791.27	19.81683	0.991939	0.997927	1.00205	1.00808	2.47227
1121	1	-460.804	-454.9019	-5.902092	72350.57	12.74808	0.995278	0.998789	1.0012	1.00473	3.174489
1122	0	-443.9927	-448.1473	4.154631	80559.25	16.16418	0.995525	0.998853	1.00114	1.00448	2.441373
1123	1	-460.4772	-458.1458	-2.331362	73121.86	14.67738	0.995303	0.998795	1.0012	1.0047	2.881308
1124	0	-465.3561	-456.081	-9.275056	15869.18	11.45288	0.989928	0.997405	1.00256	1.01011	3.467069
1125	1	-458.69	-454.8005	-3.889525	92175.63	12.54868	0.995816	0.998928	1.00107	1.00419	3.01622
1126	0	-452.3956	-457.9499	5.554314	28293.44	12.90362	0.992453	0.99806	1.00192	1.00757	2.284502
1127	1	-451.338	-451.2271	-0.110914	46563.46	11.97445	0.994116	0.998489	1.0015	1.0059	2.694518
1128	0	-453.0006	-454.2362	1.235614	67354.77	14.71403	0.995106	0.998745	1.00125	1.0049	2.638162
1129	1	-453.0659	-454.9121	1.846216	46821.75	13.0211	0.994132	0.998493	1.00149	1.00588	2.5754
1130	0	-463.4169	-461.4403	-1.976608	54737.34	11.29278	0.994572	0.998607	1.00138	1.00544	2.821654
1131	1	-464.0889	-453.6334	-10.45551	25786.12	8.675104	0.992095	0.997967	1.00201	1.00793	3.464488
1132	0	-449.5678	-452.8795	3.31175	71628.1	17.02702	0.995255	0.998783	1.00121	1.00475	2.482247
1133	1	-463.3625	-462.2209	-1.141612	62699.24	10.71889	0.994928	0.998699	1.00129	1.00508	2.706036
1134	0	-462.1096	-456.8381	-5.271432	19591.34	14.25992	0.990933	0.997666	1.0023	1.0091	3.094728
1135	1	-450.86	-446.3696	-4.490364	91967.29	11.49445	0.995812	0.998926	1.00107	1.00419	3.050469
1136	0	-448.3712	-450.5645	2.193252	44141.94	13.99504	0.993956	0.998448	1.00154	1.00606	2.568776
1137	1	-454.7737	-453.0091	-1.764624	65509.75	16.48255	0.995038	0.998727	1.00126	1.00497	2.797993
1138	0	-451.3106	-449.1769	-2.133657	6047.062	13.89541	0.983702	0.995778	1.00413	1.01639	2.878939
1139	1	-453.7211	-447.1265	-6.594609	81611.59	9.41609	0.995554	0.99886	1.00113	1.00445	3.12297
1140	0	-449.316	-444.1086	-5.207427	60035.35	16.1776	0.994817	0.99867	1.00132	1.00519	3.01999
1141	1	-458.8472	-449.0452	-9.802045	87153.52	8.35376	0.995698	0.998897	1.0011	1.00431	3.341972
1142	0	-472.6497	-461.0608	-11.58891	12971.32	12.29816	0.988861	0.997127	1.00283	1.01118	3.640566
1143	1	-455.3697	-450.6204	-4.749319	95446.11	11.72266	0.995889	0.998946	1.00105	1.00412	3.07804
1144	0	-463.1662	-458.4124	-4.753852	62636.39	14.70211	0.994926	0.998698	1.00129	1.00508	3.045591
1145	1	-453.7663	-451.9784	-1.787898	74889.1	12.57769	0.995359	0.99881	1.00118	1.00465	2.849237
1146	0	-456.0198	-457.4535	1.43376	63146.7	10.72645	0.994946	0.998703	1.00129	1.00506	2.466587
1147	1	-450.9899	-450.9088	-0.08115366	60196.42	15.06041	0.994824	0.998672	1.00132	1.00519	2.723663
1148	0	-448.9588	-449.4734	0.5146277	85418.68	13.92306	0.995654	0.998886	1.00111	1.00435	2.688469
1149	1	-460.9562	-453.0082	-7.948076	51090.14	9.886436	0.994382	0.998558	1.00143	1.00563	3.303927
1150	0	-470.2817	-461.5854	-8.696232	49625.57	10.84635	0.9943	0.998537	1.00145	1.00571	3.413083
1151	1	-457.4848	-459.0919	1.607086	34955.03	13.82934	0.993209	0.998255	1.00173	1.00681	2.609025
1152	0	-462.9578	-456.4801	-6.477751	30311.09	11.79299	0.992708	0.998126	1.00186	1.00731	3.225851
1153	1	-445.9312	-449.8004	3.869224	25618.3	15.64556	0.99207	0.99796	1.00202	1.00795	2.461714
1154	0	-455.8848	-452.4362	-3.448562	47966.61	11.13209	0.994202	0.998512	1.00148	1.00581	2.944713
1155	1	-456.3675	-460.1867	3.819179	59293.04	16.63667	0.994785	0.998662	1.00133	1.00522	2.457525
1156	0	-467.1187	-461.6294	-5.489254	33406.26	11.51698	0.993054	0.998215	1.00177	1.00696	3.137814
1157	1	-465.8873	-464.7222	-1.165088	31298.84	17.72656	0.992824	0.998156	1.00183	1.00719	2.722071
1158	0	-465.975	-466.0203	0.04524509	67807.81	17.30108	0.995123	0.998749	1.00124	1.00489	2.666401
1159	1	-460.3394	-459.3695	-0.9698736	44573.47	11.52197	0.993986	0.998456	1.00153	1.00603	2.745669
1160	0	-457.2087	-458.343	1.134305	66749.45	17.65059	0.995084	0.998739	1.00125	1.00492	2.594399
1161	1	-470.9043	-468.0108	-2.893477	24364.05	10.85029	0.991868	0.997908	1.00207	1.00816	2.878342
1162	0	-471.6034	-463.5273	-8.076126	2985.318	10.79035	0.976833	0.993963	1.00585	1.02336	3.354697
1163	1	-458.9545	-456.0666	-2.887827	31678.16	10.53681	0.992867	0.998167	1.00182	1.00715	2.855313
1164	0	-465.9586	-461.262	-4.696598	43530.11	14.24347	0.993914	0.998437	1.00155	1.0061	3.054853
1165	1	-463.1199	-458.6182	-4.501671	7682.442	15.31291	0.985535	0.996259	1.00367	1.01454	3.00865
1166	0	-483.2365	-465.6163	-17.62022	15709.65	7.899734	0.989877	0.997392	1.00257	1.01016	4.245184
1167	1	-464.698	-462.6121	-2.085953	5303.679	14.26168	0.9826	0.995488	1.0044	1.01751	2.871317
1168	0	-465.6649	-457.2221	-8.442826	15626.31	11.76481	0.98985	0.997385	1.00258	1.01019	3.392749
1169	1	-461.2934	-460.2618	-1.031587	50066.36	11.37566	0.994325	0.998543	1.00145	1.00569	2.74292
1170	0	-470.8604	-459.7575	-11.10295	82569.19	11.23792	0.99558	0.998867	1.00113	1.00443	3.63074
1171	1	-465.3664	-459.9255	-5.440998	18589.07	12.16721	0.990692	0.997603	1.00237	1.00934	3.140543
1172	0	-473.6425	-462.8382	-10.80424	20591.53	9.467455	0.991156	0.997724	1.00225	1.00887	3.573143
1173	1	-466.2627	-458.6041	-7.658528	55927.86	11.38276	0.99463	0.998622	1.00137	1.00538	3.325523
1174	0	-459.9525	-450.2081	-9.744387	82452.01	15.13728	0.995577	0.998866	1.00113	1.00443	3.360979
1175	1	-462.1399	-456.4902	-5.649706	89581.95	11.74926	0.995756	0.998912	1.00108	1.00425	3.155161
1176	0	-460.6985	-455.1688	-5.529617	64487.05	13.59307	0.994999	0.998717	1.00127	1.00501	3.130899
1177	1	-449.112	-450.6439	1.531931	68975.34	21.05663	0.995164	0.99876	1.00123	1.00484	2.467068
1178	0	-464.7585	-459.0368	-5.721708	13482.11	12.02694	0.989074	0.997183	1.00277	1.01097	3.163314
1179	1	-451.288	-451.5351	0.2470931	89707.52	14.52775	0.995759	0.998913	1.00108	1.00425	2.706641
1180	0	-457.7993	-452.3338	-5.465564	34160.04	14.39695	0.993131	0.998235	1.00175	1.00689	3.104088
1181	1	-454.4922	-451.13	-3.362257	20184.99	11.75578	0.991067	0.997701	1.00227	1.00896	2.960655
1182	0	-455.4654	-450.479	-4.986465	87647.37	17.54135	0.99571	0.9989	1.00109	1.0043	2.946224
1183	1	-454.4202	-454.366	-0.05418162	43679.87	18.08912	0.993925	0.99844	1.00155	1.00609	2.647981
1184	0	-450.8288	-454.7885	3.959717	16539.7	14.80439	0.990134	0.997458	1.00251	1.0099	2.453788
1185	1	-454.9836	-454.3681	-0.6155002	89242.39	11.07007	0.995748	0.99891	1.00108	1.00426	2.685719
1186	0	-459.4847	-458.0215	-1.4632	52293.27	13.79151	0.994447	0.998575	1.00141	1.00556	2.831208
1187	1	-465.4688	-460.35	-5.118804	51103.11	9.224477	0.994383	0.998558	1.00143	1.00563	2.940627
1188	0	-457.0435	-457.1009	0.05738024	95060.98	16.07285	0.99588	0.998944	1.00105	1.00413	2.696846
1189	1	-458.4799	-456.5679	-1.911981	82391.27	16.64175	0.995575	0.998865	1.00113	1.00443	2.80185
1190	0	-454.3841	-458.5994	4.215338	11020.73	17.50754	0.987918	0.996881	1.00307	1.01213	2.422191
1191	1	-462.8127	-459.2357	-3.576997	87302.52	15.01918	0.995701	0.998898	1.0011	1.00431	2.956964
1192	0	-455.1171	-455.2485	0.131418	20155.6	14.91196	0.991061	0.997699	1.00227	1.00897	2.711277
1193	1	-453.4639	-454.3929	0.9289729	24730.57	13.18114	0.991929	0.997924	1.00205	1.00809	2.649287
1194	0	-475.0237	-460.845	-14.17866	41225.68	9.543412	0.993747	0.998394	1.00159	1.00627	3.931029
1195	1	-462.2502	-464.533	2.282788	50251.08	13.19894	0.994335	0.998546	1.00144	1.00568	2.547067
1196	0	-465.3827	-457.8911	-7.491575	66998.08	13.58365	0.995093	0.998741	1.00125	1.00492	3.275551
1197	1	-480.6406	-469.0307	-11.60984	85831.11	10.46581	0.995665	0.998888	1.0011	1.00434	3.682935
1198	0	-468.1521	-455.8359	-12.31627	3645.717	8.414194	0.979027	0.994545	1.0053	1.02113	3.650464
1199	1	-474.946	-464.017	-10.92908	47993.47	13.35814	0.994204	0.998512	1.00148	1.00581	3.540176
1200	0	-463.6689	-456.3951	-7.273755	71874.92	9.940497	0.995263	0.998785	1.00121	1.00475	3.239527
1201	1	-472.342	-466.1626	-6.179429	58707.09	11.92992	0.994759	0.998655	1.00134	1.00525	3.201198
1202	0	-454.8196	-447.1125	-7.707157	70911.11	12.18906	0.995231	0.998777	1.00122	1.00478	3.326507
1203	1	-483.9957	-467.7707	-16.22501	60628.66	8.54139	0.994842	0.998677	1.00131	1.00517	4.122767
1204	0	-454.1848	-446.6907	-7.494163	5966.951	12.3599	0.983593	0.995749	1.00415	1.0165	3.306701
1205	1	-463.1222	-459.8751	-3.247104	66782.55	11.64474	0.995086	0.998739	1.00125	1.00492	2.94749
1206	0	-450.0798	-446.3406	-3.739188	94370.32	11.52133	0.995865	0.99894	1.00105	1.00414	2.985999
1207	1	-459.5809	-456.1884	-3.392464	79390.19	16.15463	0.995492	0.998844	1.00115	1.00451	2.908613
1208	0	-455.3004	-451.5254	-3.774955	74270.74	12.68094	0.99534	0.998805	1.00119	1.00467	3.007539
1209	1	-452.2077	-458.5874	6.379688	54430.99	17.77852	0.994557	0.998603	1.00139	1.00545	2.295905
1210	0	-453.8646	-449.7221	-4.142516	34959.91	13.80495	0.99321	0.998255	1.00173	1.00681	3.025234
1211	1	-450.9258	-455.4407	4.514926	45680.59	14.00526	0.994059	0.998475	1.00151	1.00595	2.403121
1212	0	-452.8763	-447.1999	-5.676364	42687.86	11.94659	0.993855	0.998422	1.00156	1.00616	3.159134
1213	1	-454.1908	-455.7039	1.513138	37010.61	15.38406	0.993401	0.998305	1.00168	1.00661	2.615188
1214	0	-463.4852	-459.3104	-4.174813	31088.47	11.07559	0.9928	0.998149	1.00183	1.00722	3.007491
1215	1	-457.9985	-461.518	3.519533	59952.47	17.51662	0.994813	0.998669	1.00132	1.0052	2.461768
1216	0	-481.6334	-464.0249	-17.60852	83288.51	10.41546	0.995599	0.998872	1.00112	1.00441	4.258662
1217	1	-456.4639	-453.7143	-2.749589	88525.12	11.78325	0.995731	0.998906	1.00109	1.00428	2.909413
1218	0	-468.7369	-459.2094	-9.527465	6323.164	10.15906	0.98406	0.995872	1.00404	1.01603	3.475146
1219	1	-454.2669	-449.5662	-4.700669	27773.63	12.70753	0.992383	0.998042	1.00194	1.00764	3.080434
1220	0	-466.8543	-469.6682	2.813835	17906.5	14.54731	0.990517	0.997558	1.00241	1.00951	2.530084
1221	1	-468.6587	-459.9225	-8.736176	28299.03	14.74728	0.992454	0.99806	1.00192	1.00757	3.314217
1222	0	-449.6725	-452.6536	2.981087	43809.72	16.85154	0.993934	0.998442	1.00154	1.00608	2.504595
1223	1	-460.8738	-456.0556	-4.818171	18219.11	10.40998	0.990599	0.997579	1.00239	1.00943	3.030274
1224	0	-449.7507	-449.83	0.07934984	52320.28	14.51009	0.994448	0.998575	1.00141	1.00556	2.718302
1225	1	-464.4522	-458.4125	-6.039675	52236.79	11.88463	0.994444	0.998574	1.00142	1.00557	3.189278
1226	0	-451.6574	-452.5743	0.9168991	91649.34	16.82191	0.995804	0.998924	1.00107	1.0042	2.627778
1227	1	-460.031	-455.9626	-4.06844	84304.77	12.44062	0.995626	0.998878	1.00111	1.00438	3.030035
1228	0	-460.1715	-456.7663	-3.405155	37381.99	14.12402	0.993433	0.998313	1.00167	1.00658	2.966497
1229	1	-465.5522	-457.3197	-8.232439	82406.5	10.06819	0.995576	0.998866	1.00113	1.00443	3.343101
1230	0	-457.9279	-456.6132	-1.314746	19402.26	16.10497	0.990889	0.997654	1.00232	1.00914	2.78135
1231	1	-458.6616	-453.2004	-5.461226	35381.77	14.00729	0.993251	0.998266	1.00172	1.00677	3.115379
1232	0	-461.7122	-455.1673	-6.544914	95677.68	17.95126	0.995894	0.998947	1.00105	1.00411	3.013955
1233	1	-461.3886	-454.1207	-7.267882	67131.82	11.8943	0.995098	0.998743	1.00125	1.00491	3.292586
1234	0	-461.7466	-462.6041	0.8575023	15019.03	12.631	0.989647	0.997332	1.00263	1.01039	2.64066
1235	1	-455.8092	-455.8574	0.04820881	40341.59	17.36463	0.993679	0.998376	1.00161	1.00634	2.664397
1236	0	-457.8765	-460.3163	2.439762	76003.78	15.14555	0.995393	0.998819	1.00117	1.00461	2.556042
1237	1	-475.9877	-469.4296	-6.558139	86591.45	12.24137	0.995684	0.998893	1.0011	1.00432	3.231917
1238	0	-451.7335	-457.7419	6.008316	50249.63	22.04603	0.994335	0.998546	1.00144	1.00568	2.22972
1239	1	-458.5032	-457.1403	-1.362891	30964.63	12.23855	0.992786	0.998146	1.00184	1.00723	2.807437
1240	0	-457.6471	-459.0934	1.446315	29614.26	18.51833	0.992623	0.998104	1.00188	1.0074	2.552864
1241	1	-462.056	-459.7691	-2.286956	92220.3	15.05453	0.995817	0.998928	1.00107	1.00419	2.870262
1242	0	-464.471	-457.8588	-6.612247	61187.39	11.91597	0.994866	0.998683	1.00131	1.00514	3.237476
1243	1	-450.6412	-450.5648	-0.07644875	31200.86	14.31424	0.992813	0.998153	1.00183	1.00721	2.730191
1244	0	-453.5114	-449.2016	-4.309797	70626.21	10.41003	0.995221	0.998774	1.00122	1.00479	2.981443
1245	1	-454.2196	-453.9453	-0.2743607	2043.63	13.52148	0.972024	0.992679	1.00704	1.02826	2.743863
1246	0	-448.6346	-453.5691	4.934574	84753.52	16.88002	0.995637	0.998881	1.00111	1.00437	2.388406
1247	1	-466.4953	-457.6973	-8.797951	26627.3	12.85152	0.992221	0.998	1.00198	1.0078	3.398442
1248	0	-452.6365	-458.6972	6.060737	87416.69	15.10575	0.995704	0.998899	1.00109	1.0043	2.316453
1249	1	-455.9127	-453.3615	-2.551216	85794.9	13.27307	0.995664	0.998888	1.00111	1.00434	2.913221
1250	0	-445.1456	-450.6226	5.477033	7262.496	14.75308	0.985124	0.996151	1.00377	1.01495	2.350522
1251	1	-461.2976	-461.5462	0.2486478	46699.03	12.97613	0.994124	0.998492	1.0015	1.00589	2.697203
1252	0	-465.4774	-468.8273	3.349902	81884.22	14.75952	0.995561	0.998862	1.00113	1.00445	2.49474
1253	1	-456.2028	-457.7397	1.536848	87708.23	15.67034	0.995711	0.9989	1.00109	1.0043	2.610486
1254	0	-451.3484	-453.2012	1.852764	98405.3	12.60723	0.995951	0.998962	1.00103	1.00405	2.560946
1255	1	-459.3565	-456.232	-3.124509	80165.03	13.64037	0.995514	0.99885	1.00114	1.00449	2.953467
1256	0	-453.1552	-454.3404	1.185182	14525.5	13.92907	0.989473	0.997287	1.00267	1.01057	2.640353
1257	1	-447.3436	-445.5311	-1.812495	52351.11	13.70969	0.99445	0.998576	1.00141	1.00556	2.856982
1258	0	-450.4305	-452.6079	2.177324	84544.16	16.04111	0.995632	0.99888	1.00111	1.00437	2.565368
1259	1	-452.5196	-449.2171	-3.302539	30511.01	13.28953	0.992732	0.998132	1.00185	1.00729	2.969723
1260	0	-463.2189	-456.1182	-7.100649	68970.45	13.86137	0.995164	0.99876	1.00123	1.00484	3.237578
1261	1	-462.4743	-454.9973	-7.476958	9735.915	13.99619	0.987147	0.99668	1.00326	1.01291	3.259706
