Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
2500	-454.4101	-453.2577	-1.152417	89976.87	11.01452	0.995766	0.998914	1.00108	1.00424	2.730293
2510	-451.005	-451.4726	0.4676286	31105.86	13.71178	0.992802	0.99815	1.00183	1.00722	2.690682
2520	-453.4623	-452.5303	-0.9319593	42396.82	17.96499	0.993833	0.998417	1.00157	1.00618	2.700805
2530	-469.1399	-459.1448	-9.995095	92258.18	9.248671	0.995818	0.998928	1.00107	1.00419	3.471265
2540	-464.9749	-456.8364	-8.138567	83020.76	10.51654	0.995592	0.99887	1.00112	1.00441	3.352979
2550	-474.1358	-465.6135	-8.522333	29173.58	12.94746	0.992568	0.998089	1.00189	1.00745	3.374043
2560	-460.8775	-456.5153	-4.362216	228.5394	13.04177	0.917215	0.977292	1.02021	1.08529	3.05203
2570	-459.8096	-458.5391	-1.270533	96172.37	13.52464	0.995904	0.99895	1.00104	1.0041	2.817539
2580	-463.2811	-459.9525	-3.328617	87555.46	16.44613	0.995708	0.9989	1.00109	1.0043	2.894215
2590	-453.5467	-456.2023	2.655588	77221.7	16.92776	0.99543	0.998828	1.00116	1.00458	2.522576
2600	-460.8757	-460.4105	-0.465219	18259.52	14.21513	0.990609	0.997582	1.00239	1.00942	2.75793
2610	-445.7054	-449.0266	3.321211	35168.82	12.14439	0.99323	0.998261	1.00172	1.00679	2.41898
2620	-458.3162	-463.4918	5.175557	76618.84	19.90433	0.995412	0.998823	1.00117	1.0046	2.322488
2630	-459.8023	-457.6794	-2.122872	5862.68	18.71966	0.983448	0.995711	1.00419	1.01665	2.737606
2640	-461.4403	-464.044	2.603742	79576.14	13.10064	0.995498	0.998846	1.00115	1.00451	2.519785
2650	-457.9139	-459.3746	1.460787	11080.92	14.34152	0.987951	0.99689	1.00306	1.0121	2.622872
2660	-465.5026	-456.2794	-9.223194	26416.54	10.62849	0.99219	0.997992	1.00199	1.00783	3.458451
2670	-477.0524	-463.9066	-13.14576	5927.932	8.68609	0.983539	0.995735	1.00417	1.01656	3.775547
2680	-463.4745	-458.5742	-4.900289	26846.53	15.36437	0.992253	0.998008	1.00197	1.00777	3.032801
2690	-458.475	-458.9453	0.4702334	52378.21	13.60517	0.994451	0.998576	1.00141	1.00556	2.68962
2700	-454.871	-452.5134	-2.357643	44337.54	14.47062	0.99397	0.998452	1.00154	1.00604	2.886954
2710	-456.7823	-452.9231	-3.859146	87358.22	11.8837	0.995703	0.998898	1.0011	1.0043	3.005784
2720	-468.947	-463.0995	-5.847577	69817.02	14.83866	0.995193	0.998767	1.00122	1.00481	3.114976
2730	-454.7695	-458.5324	3.762917	71216.19	14.10145	0.995241	0.998779	1.00121	1.00477	2.458593
2740	-456.1001	-460.0788	3.97873	18985.78	18.02581	0.99079	0.997629	1.00234	1.00924	2.42628
2750	-457.9851	-453.1876	-4.797505	39366.73	11.66711	0.993601	0.998356	1.00163	1.00641	3.081086
2760	-451.779	-446.3751	-5.403911	81981.84	9.901173	0.995564	0.998863	1.00113	1.00444	3.047923
2770	-460.6235	-459.0265	-1.597073	56948.07	15.41718	0.994679	0.998635	1.00136	1.00533	2.816597
2780	-461.1526	-457.5821	-3.570449	62182.44	12.91421	0.994907	0.998693	1.0013	1.0051	2.991637
2790	-447.6911	-455.6351	7.943979	26501.33	17.89794	0.992203	0.997995	1.00198	1.00782	2.207187
2800	-452.7693	-453.448	0.6787547	40497.06	14.06597	0.993691	0.99838	1.00161	1.00632	2.67722
2810	-453.8159	-448.025	-5.790861	64305.95	10.48026	0.994992	0.998715	1.00128	1.00502	3.127747
2820	-458.1792	-454.0638	-4.115416	19241.62	12.15739	0.990851	0.997645	1.00233	1.00918	3.031483
2830	-460.6431	-459.6971	-0.9459501	91301.77	13.70294	0.995796	0.998922	1.00107	1.00421	2.793776
2840	-459.798	-450.623	-9.174975	99559.63	11.68384	0.995974	0.998968	1.00103	1.00403	3.456076
2850	-467.2207	-462.6529	-4.567742	53169.65	13.0991	0.994493	0.998587	1.0014	1.00552	3.067216
2860	-467.2352	-459.503	-7.732215	19848.94	9.380477	0.990992	0.997681	1.00229	1.00904	3.240297
2870	-457.5133	-456.606	-0.907303	47198.63	10.69201	0.994155	0.9985	1.00149	1.00586	2.681799
2880	-455.53	-457.7491	2.219074	5789.156	16.64269	0.983344	0.995684	1.00422	1.01676	2.553599
2890	-457.9161	-463.2936	5.377514	40644.42	14.1843	0.993702	0.998383	1.0016	1.00631	2.346168
2900	-460.3437	-456.6213	-3.722398	41984.34	16.18648	0.993803	0.998409	1.00158	1.00621	2.927869
2910	-455.034	-455.7001	0.6660862	70858.46	11.68417	0.995229	0.998776	1.00122	1.00478	2.613816
2920	-461.8988	-459.0384	-2.860424	75835.91	12.7749	0.995388	0.998817	1.00118	1.00462	2.936052
2930	-467.5651	-463.4236	-4.141475	31341.96	11.65044	0.992829	0.998157	1.00182	1.00719	3.024439
2940	-467.4509	-465.5326	-1.918294	21473.14	15.69193	0.991339	0.997771	1.0022	1.00869	2.830402
2950	-454.2068	-453.112	-1.094878	87916.93	14.33879	0.995716	0.998902	1.00109	1.00429	2.8011
2960	-466.0075	-462.5377	-3.46977	37320.48	12.42537	0.993428	0.998312	1.00167	1.00659	2.981771
2970	-465.594	-456.2111	-9.3829	57466.14	12.888	0.994703	0.998641	1.00135	1.00531	3.442661
2980	-466.7581	-455.749	-11.00913	32453.08	7.742202	0.992953	0.998189	1.00179	1.00706	3.375058
2990	-471.306	-466.1781	-5.127896	64974.97	10.05822	0.995018	0.998722	1.00127	1.00499	3.033917
3000	-467.0725	-464.2583	-2.814262	9133.539	13.20309	0.986731	0.996572	1.00337	1.01333	2.933229
3010	-459.8583	-454.4412	-5.417103	30796.56	17.48917	0.992766	0.998141	1.00184	1.00725	2.97325
3020	-453.0185	-451.3315	-1.687012	28934.23	13.66435	0.992537	0.998081	1.0019	1.00748	2.848002
3030	-464.9694	-457.3839	-7.585528	53722.42	9.34612	0.994521	0.998594	1.0014	1.00549	3.221152
3040	-453.304	-448.7146	-4.589452	33596.98	10.69038	0.993074	0.99822	1.00176	1.00694	3.02609
3050	-460.9921	-456.9258	-4.066288	3856.145	11.709	0.979605	0.994698	1.00515	1.02054	3.019448
3060	-465.2652	-457.1986	-8.066564	22337.43	14.54355	0.991508	0.997815	1.00216	1.00852	3.278186
3070	-467.0309	-463.5281	-3.502793	42684.53	13.3902	0.993854	0.998422	1.00156	1.00616	2.983955
3080	-459.9111	-454.685	-5.226027	74201.66	10.13232	0.995338	0.998804	1.00119	1.00467	3.049653
3090	-467.9036	-462.5023	-5.401305	1467.758	10.6763	0.967019	0.991332	1.00828	1.03337	3.101326
3100	-455.4299	-454.0173	-1.412577	25738.72	16.64899	0.992088	0.997965	1.00201	1.00793	2.77162
3110	-471.4645	-463.616	-7.848446	90434.74	11.66238	0.995776	0.998917	1.00108	1.00423	3.342596
3120	-466.0839	-460.1291	-5.954795	3641.804	10.52797	0.979016	0.994542	1.0053	1.02114	3.145926
3130	-461.6664	-462.616	0.9495964	20071.32	13.24775	0.991042	0.997694	1.00228	1.00899	2.649004
3140	-471.6984	-463.8748	-7.823514	60598.08	10.5022	0.994841	0.998676	1.00131	1.00517	3.322505
3150	-459.4725	-455.7045	-3.76793	94437.99	10.21201	0.995867	0.998941	1.00105	1.00414	2.912965
3160	-456.0322	-450.6973	-5.334856	21931.96	10.29985	0.99143	0.997795	1.00218	1.0086	3.072641
3170	-465.2868	-460.3409	-4.945912	79665.46	13.93576	0.9955	0.998846	1.00115	1.00451	3.080356
3180	-459.2479	-458.6376	-0.6102405	54935.76	15.85006	0.994582	0.99861	1.00138	1.00543	2.743579
3190	-463.2525	-461.8941	-1.358396	56303.38	14.23752	0.994648	0.998627	1.00136	1.00536	2.820544
3200	-468.4781	-466.6872	-1.790947	48074.9	18.69475	0.994209	0.998513	1.00147	1.0058	2.720845
3210	-482.3386	-469.9886	-12.35006	66794.41	10.98567	0.995086	0.99874	1.00125	1.00492	3.747495
3220	-465.5456	-460.051	-5.494611	41874.51	12.59869	0.993795	0.998407	1.00158	1.00622	3.143798
3230	-468.486	-465.8821	-2.603934	61094.27	11.26995	0.994862	0.998682	1.00131	1.00515	2.876076
3240	-459.6405	-452.7594	-6.881083	73473.22	8.744644	0.995314	0.998798	1.00119	1.00469	3.064025
3250	-452.2158	-448.747	-3.468788	90418.45	16.52667	0.995776	0.998917	1.00108	1.00423	2.899737
3260	-457.8357	-450.6098	-7.225957	96761.1	13.37146	0.995917	0.998953	1.00104	1.00409	3.262564
3270	-458.3513	-457.5234	-0.8279673	1608.107	16.7063	0.968483	0.991727	1.00792	1.03187	2.734866
3280	-455.2654	-449.2486	-6.016762	21036.56	10.2745	0.99125	0.997748	1.00222	1.00878	3.137251
3290	-468.7823	-462.4791	-6.303166	2688.317	12.74605	0.975592	0.993632	1.00615	1.02462	3.205981
3300	-453.5151	-452.5458	-0.9692897	72236.73	15.14236	0.995275	0.998788	1.0012	1.00473	2.781186
3310	-468.4845	-458.5372	-9.947354	58140.35	9.258345	0.994733	0.998649	1.00134	1.00528	3.466902
3320	-458.9406	-449.3496	-9.590989	92210.69	12.82284	0.995817	0.998928	1.00107	1.00419	3.461193
3330	-452.7974	-451.7689	-1.028541	18949.27	16.46344	0.990781	0.997626	1.00234	1.00925	2.753874
3340	-469.7755	-461.8884	-7.8871	41535.1	9.10116	0.99377	0.9984	1.00159	1.00624	3.226721
3350	-453.9889	-451.7197	-2.269227	28651.97	11.12915	0.992501	0.998072	1.00191	1.00752	2.838603
3360	-455.4788	-455.6144	0.1355848	72542.04	15.52846	0.995285	0.998791	1.0012	1.00472	2.702389
3370	-467.1663	-460.6836	-6.482722	56129.89	10.62509	0.99464	0.998625	1.00137	1.00537	3.200463
3380	-464.363	-464.8309	0.4679323	79050.96	13.15686	0.995483	0.998842	1.00115	1.00452	2.683842
3390	-453.242	-458.7829	5.540936	85376.07	13.32316	0.995653	0.998886	1.00111	1.00435	2.305733
3400	-457.2318	-454.6948	-2.537024	44903.68	9.870997	0.994008	0.998462	1.00153	1.006	2.754739
3410	-470.1049	-461.2222	-8.88265	8647.817	9.136474	0.986365	0.996476	1.00346	1.0137	3.339819
3420	-466.7161	-461.7578	-4.958299	41819.12	11.59877	0.993791	0.998406	1.00158	1.00622	3.093515
3430	-451.6925	-452.9839	1.291456	62857.09	17.08159	0.994935	0.9987	1.00129	1.00507	2.599631
3440	-451.1942	-455.7791	4.584906	56705.16	18.81248	0.994667	0.998632	1.00136	1.00534	2.377331
3450	-462.4676	-456.1682	-6.299327	29705.5	13.61965	0.992635	0.998107	1.00187	1.00738	3.186793
3460	-461.5587	-457.8126	-3.746102	66283.8	12.72765	0.995067	0.998735	1.00126	1.00494	3.005345
3470	-454.2604	-451.0698	-3.19067	28272.5	15.31219	0.992451	0.998059	1.00192	1.00757	2.923057
3480	-457.5079	-459.4753	1.967409	4482.749	18.52062	0.981079	0.995087	1.00479	1.01905	2.524662
3490	-461.3717	-457.2229	-4.148802	27341.57	8.3609	0.992323	0.998026	1.00195	1.0077	2.666984
3500	-456.8494	-459.4985	2.649065	3739.702	17.24296	0.979291	0.994615	1.00523	1.02086	2.517054
3510	-463.493	-463.7311	0.2380744	54569.87	11.08301	0.994564	0.998605	1.00138	1.00545	2.609655
3520	-467.8832	-467.5512	-0.331952	66330.12	12.8725	0.995069	0.998735	1.00126	1.00494	2.740092
3530	-449.4588	-448.2452	-1.213634	43627.28	11.56121	0.993921	0.998439	1.00155	1.00609	2.768813
3540	-446.4855	-447.8006	1.315144	64434.71	16.37085	0.994997	0.998717	1.00127	1.00501	2.613294
3550	-453.232	-450.7777	-2.454241	33762.53	10.47943	0.993091	0.998225	1.00176	1.00693	2.809304
3560	-454.2929	-450.3053	-3.987604	71679.4	13.26987	0.995256	0.998783	1.00121	1.00475	3.021471
3570	-462.4807	-455.4383	-7.042368	27801.8	14.43234	0.992387	0.998043	1.00194	1.00763	3.212216
3580	-450.6738	-448.0196	-2.654194	15068.24	13.88093	0.989664	0.997336	1.00263	1.01037	2.916571
3590	-464.7383	-460.4986	-4.23969	2363.546	13.47804	0.973977	0.993202	1.00656	1.02627	3.037769
3600	-456.9966	-458.6405	1.643878	31393.03	13.88386	0.992835	0.998159	1.00182	1.00718	2.606963
3610	-463.3919	-458.5251	-4.866852	84003.84	12.72542	0.995618	0.998876	1.00112	1.00439	3.093414
3620	-459.2464	-457.1782	-2.068112	60064.38	12.03646	0.994818	0.998671	1.00132	1.00519	2.859805
3630	-464.5122	-458.9733	-5.538902	75091.04	11.89977	0.995365	0.998811	1.00118	1.00464	3.14727
3640	-479.9795	-467.5025	-12.47709	2617.757	11.14337	0.975267	0.993546	1.00624	1.02495	3.755471
3650	-484.6877	-471.7239	-12.96374	86578.9	10.49305	0.995683	0.998893	1.0011	1.00432	3.81204
3660	-457.698	-452.0437	-5.654335	6271.938	11.97122	0.983996	0.995855	1.00405	1.0161	3.157437
3670	-458.1638	-449.4522	-8.711577	33584.06	14.49851	0.993072	0.99822	1.00176	1.00694	3.324708
3680	-477.4203	-466.1698	-11.25043	47303.72	9.79358	0.994162	0.998501	1.00149	1.00585	3.634839
3690	-457.3827	-451.3298	-6.052986	57064	9.606153	0.994684	0.998636	1.00135	1.00533	3.086133
3700	-458.4481	-448.5118	-9.936266	32812.28	9.525802	0.992992	0.998199	1.00178	1.00703	3.485358
3710	-456.5006	-453.8579	-2.642736	79332.6	10.34149	0.995491	0.998844	1.00115	1.00452	2.815137
3720	-457.9438	-458.2913	0.347465	20273.73	17.89836	0.991087	0.997706	1.00227	1.00894	2.631609
3730	-452.4399	-448.9895	-3.450476	71727.77	9.879799	0.995258	0.998784	1.00121	1.00475	2.848262
3740	-462.1514	-457.5571	-4.594315	67206.16	13.32945	0.995101	0.998743	1.00125	1.00491	3.066368
3750	-462.7533	-454.8037	-7.949629	57212.53	13.44561	0.994691	0.998638	1.00135	1.00532	3.314154
3760	-455.2569	-457.4426	2.185744	61185.27	13.80605	0.994866	0.998683	1.00131	1.00514	2.566845
3770	-455.218	-453.4039	-1.814106	11214.69	12.80123	0.988023	0.996909	1.00304	1.01203	2.854461
3780	-461.4147	-459.3337	-2.080921	83427.95	10.91859	0.995603	0.998873	1.00112	1.0044	2.808229
3790	-448.022	-446.3187	-1.703352	78505.91	16.94558	0.995467	0.998838	1.00116	1.00454	2.779491
3800	-457.5439	-459.2925	1.748658	64688.88	12.87296	0.995007	0.998719	1.00127	1.005	2.578474
3810	-457.3028	-462.0303	4.727465	196.8702	17.76135	0.910917	0.975432	1.02167	1.09199	2.389111
3820	-451.8659	-451.1047	-0.7611803	79863.99	11.80869	0.995506	0.998848	1.00115	1.0045	2.741816
3830	-463.6858	-457.8188	-5.866938	78088.23	13.06274	0.995455	0.998835	1.00116	1.00455	3.167044
3840	-454.4431	-448.1673	-6.275716	54577.88	12.14529	0.994564	0.998605	1.00138	1.00545	3.209212
3850	-469.9206	-459.6215	-10.29911	22531.47	14.3259	0.991545	0.997824	1.00215	1.00848	3.443715
3860	-465.5029	-461.2322	-4.270684	51877.66	12.59614	0.994425	0.998569	1.00142	1.00559	3.046649
3870	-455.0203	-455.4991	0.4787797	8972.035	12.53894	0.986613	0.996541	1.0034	1.01345	2.6678
3880	-452.2538	-452.6242	0.3704204	41423.12	14.73439	0.993762	0.998398	1.00159	1.00625	2.696807
3890	-457.5415	-458.5218	0.9803409	90466.02	12.38488	0.995777	0.998917	1.00108	1.00423	2.62205
3900	-454.0883	-448.6702	-5.418119	95405.86	12.39691	0.995888	0.998946	1.00105	1.00412	3.138656
3910	-472.5399	-468.4692	-4.070761	53497.76	11.94291	0.99451	0.998591	1.0014	1.0055	3.024672
3920	-464.6067	-454.0421	-10.56466	52508.89	14.97691	0.994458	0.998578	1.00141	1.00555	3.424721
3930	-460.7502	-452.766	-7.984195	55787.57	12.83492	0.994624	0.99862	1.00137	1.00539	3.335566
3940	-456.5465	-453.6361	-2.910407	94892.61	12.66995	0.995877	0.998943	1.00105	1.00413	2.93928
3950	-462.7362	-460.6654	-2.07083	66845.5	11.65339	0.995088	0.99874	1.00125	1.00492	2.846827
3960	-454.4763	-453.2112	-1.265102	92918.2	14.33519	0.995833	0.998932	1.00106	1.00417	2.81301
3970	-461.6128	-454.0102	-7.602624	93907.13	12.75402	0.995855	0.998938	1.00106	1.00415	3.307748
3980	-457.5946	-453.8628	-3.73179	67638.73	11.93135	0.995117	0.998747	1.00124	1.00489	2.996058
3990	-456.7511	-454.0264	-2.724706	3496.48	11.55147	0.978586	0.994428	1.00541	1.02158	2.899137
4000	-456.7997	-453.1247	-3.675074	28662.57	12.97221	0.992502	0.998072	1.00191	1.00752	2.999595
4010	-453.5126	-450.878	-2.63464	64092.61	16.35445	0.994984	0.998713	1.00128	1.00503	2.855113
4020	-463.6237	-454.0705	-9.553155	19145.58	15.51273	0.990829	0.997639	1.00233	1.0092	3.32722
4030	-466.0633	-456.5286	-9.534768	46732.5	7.570837	0.994126	0.998492	1.0015	1.00589	3.140023
4040	-473.2123	-462.7892	-10.42315	51640.95	11.49797	0.994412	0.998566	1.00142	1.0056	3.566551
4050	-465.6936	-459.9901	-5.703518	47205.05	10.116	0.994156	0.9985	1.00149	1.00586	3.095564
4060	-453.2922	-451.9958	-1.296327	24348.33	12.54093	0.991866	0.997908	1.00207	1.00816	2.809409
4070	-454.1539	-450.5608	-3.593066	31569.82	13.07508	0.992855	0.998164	1.00182	1.00716	2.992918
4080	-458.6353	-459.3393	0.7039721	6296.422	14.01194	0.984027	0.995863	1.00405	1.01606	2.675254
4090	-450.4367	-455.1887	4.752049	58325.67	16.47551	0.994742	0.998651	1.00134	1.00527	2.402674
4100	-443.7962	-449.5128	5.716598	64762.4	18.08116	0.99501	0.99872	1.00127	1.005	2.329077
4110	-449.0154	-453.1612	4.145798	47408.1	17.2993	0.994168	0.998503	1.00149	1.00584	2.429417
4120	-447.7668	-449.6484	1.881619	73667.5	14.06849	0.995321	0.9988	1.00119	1.00469	2.591727
4130	-443.0627	-448.9412	5.878509	99283.73	14.55123	0.995969	0.998967	1.00103	1.00404	2.319494
4140	-455.8365	-453.5083	-2.328215	48467.19	14.59838	0.994232	0.998519	1.00147	1.00578	2.88261
4150	-463.1259	-457.5083	-5.617557	58496.87	11.04044	0.994749	0.998653	1.00134	1.00526	3.136577
4160	-461.364	-456.1541	-5.209856	45689.42	11.25584	0.99406	0.998475	1.00151	1.00595	3.106886
4170	-463.584	-466.6478	3.063887	67075.16	15.17732	0.995096	0.998742	1.00125	1.00491	2.514811
4180	-464.9814	-466.8404	1.859058	94324.59	16.59806	0.995864	0.99894	1.00105	1.00414	2.57606
4190	-463.4291	-454.1161	-9.312943	64437.57	11.94599	0.994997	0.998717	1.00127	1.00501	3.463549
4200	-467.5417	-455.1703	-12.37139	28854.02	7.908508	0.992527	0.998079	1.0019	1.00749	3.582313
4210	-470.2579	-461.5102	-8.747625	51343.48	13.14488	0.994396	0.998562	1.00143	1.00562	3.384704
4220	-455.7039	-452.8107	-2.893195	4433.592	15.71546	0.980975	0.99506	1.00481	1.01915	2.891809
4230	-461.3852	-456.5916	-4.793616	60787.08	13.5194	0.994849	0.998678	1.00131	1.00516	3.078128
4240	-464.9234	-462.6113	-2.312072	55552.69	14.37691	0.994612	0.998617	1.00137	1.0054	2.885377
4250	-455.9964	-455.6178	-0.3785962	78306.24	15.79728	0.995461	0.998836	1.00116	1.00455	2.730093
4260	-455.3505	-457.1481	1.797575	64510.57	15.61779	0.995	0.998717	1.00127	1.00501	2.59443
4270	-450.3286	-451.7	1.371416	54361.92	11.4518	0.994554	0.998602	1.00139	1.00546	2.5374
4280	-456.6611	-454.3353	-2.325874	66399.77	14.18856	0.995071	0.998736	1.00126	1.00494	2.8892
4290	-457.133	-450.9675	-6.165582	65088.84	10.90519	0.995022	0.998723	1.00127	1.00499	3.18187
4300	-465.7331	-457.2309	-8.502148	78848.94	16.58495	0.995477	0.99884	1.00115	1.00453	3.201037
4310	-458.7254	-456.5917	-2.133665	42157.22	14.58832	0.993816	0.998412	1.00157	1.0062	2.869462
4320	-455.2237	-457.7446	2.520914	55688.13	17.78157	0.994619	0.998619	1.00137	1.00539	2.512882
4330	-463.7548	-466.0268	2.271999	55322.02	14.83041	0.994601	0.998615	1.00138	1.00541	2.567788
4340	-459.8816	-461.2509	1.369329	50405.84	16.6722	0.994344	0.998548	1.00144	1.00567	2.60405
4350	-452.3413	-458.8044	6.463097	34572.54	17.24337	0.993172	0.998246	1.00174	1.00684	2.295858
4360	-464.2979	-457.595	-6.702873	26720.7	13.54235	0.992235	0.998003	1.00198	1.00779	3.218692
4370	-459.9106	-450.6612	-9.249419	58612.83	8.14346	0.994755	0.998654	1.00134	1.00526	3.237212
4380	-456.7692	-454.4335	-2.335716	5260.296	14.33211	0.982529	0.995469	1.00442	1.01758	2.887743
4390	-467.385	-463.5223	-3.862756	37195.27	11.96473	0.993417	0.998309	1.00168	1.0066	3.007661
4400	-464.6886	-461.0853	-3.603266	94094.95	14.27595	0.995859	0.998939	1.00106	1.00415	2.977403
4410	-455.9055	-459.6103	3.704787	70849.74	15.39656	0.995229	0.998776	1.00122	1.00478	2.472719
4420	-461.962	-466.1103	4.148342	14882.08	18.133	0.9896	0.997319	1.00264	1.01044	2.414806
4430	-460.1878	-464.4831	4.295356	14471.85	15.84907	0.989454	0.997281	1.00268	1.01059	2.434082
4440	-454.5464	-452.1195	-2.426918	66702.21	14.39968	0.995083	0.998739	1.00125	1.00493	2.89298
4450	-466.2956	-461.6994	-4.596112	93316.16	11.81319	0.995842	0.998934	1.00106	1.00416	3.06665
4460	-467.7912	-460.2925	-7.498742	74657.06	10.05212	0.995352	0.998808	1.00118	1.00466	3.269261
4470	-478.5681	-468.3956	-10.1725	82226.56	12.52849	0.995571	0.998864	1.00113	1.00444	3.517629
4480	-459.5375	-453.518	-6.019512	72775.56	13.03586	0.995292	0.998793	1.0012	1.00472	3.179212
4490	-458.0446	-454.8788	-3.16581	58300.16	10.38876	0.994741	0.99865	1.00134	1.00527	2.869766
4500	-451.6418	-449.6625	-1.97931	94071.33	12.27441	0.995859	0.998938	1.00106	1.00415	2.858644
4510	-452.5048	-449.0962	-3.408601	70370.73	17.0377	0.995212	0.998772	1.00122	1.0048	2.876514
4520	-466.7325	-462.5403	-4.192172	70686.22	14.09923	0.995223	0.998775	1.00122	1.00478	3.022776
4530	-459.8043	-453.9248	-5.87958	77274.33	14.90982	0.995431	0.998828	1.00116	1.00458	3.114457
4540	-461.1914	-456.2844	-4.906998	16464.92	14.34135	0.990111	0.997452	1.00251	1.00992	3.066888
4550	-462.1068	-459.8754	-2.231377	10054.73	12.73603	0.987352	0.996734	1.00321	1.0127	2.886422
4560	-457.101	-455.3626	-1.738375	87613.45	16.4341	0.995709	0.9989	1.00109	1.0043	2.79789
4570	-456.0454	-454.5165	-1.528939	70456.88	13.56197	0.995215	0.998773	1.00122	1.00479	2.83662
4580	-445.5526	-448.5144	2.961828	24548.02	12.89494	0.991899	0.997916	1.00206	1.00812	2.485081
4590	-453.6448	-451.4539	-2.190905	45431.84	14.76811	0.994043	0.998471	1.00152	1.00597	2.869976
4600	-454.0849	-451.1982	-2.886656	32037.31	18.29257	0.992907	0.998177	1.0018	1.00711	2.796217
4610	-457.0019	-452.082	-4.919862	75136.11	11.0089	0.995367	0.998812	1.00118	1.00464	3.072106
4620	-463.9345	-455.1438	-8.790703	25426.15	15.46379	0.99204	0.997953	1.00202	1.00798	3.280699
4630	-465.8606	-457.9958	-7.864824	80989.35	10.21603	0.995537	0.998856	1.00114	1.00447	3.314346
4640	-473.8498	-463.941	-9.908788	58871.86	11.61607	0.994766	0.998657	1.00133	1.00524	3.520046
4650	-467.0322	-457.1762	-9.855993	84294.17	12.33596	0.995625	0.998878	1.00111	1.00438	3.498521
4660	-460.3903	-454.1408	-6.249447	83271.61	15.91347	0.995599	0.998871	1.00112	1.00441	3.096503
4670	-457.1306	-454.633	-2.497577	27346.41	15.42463	0.992324	0.998026	1.00195	1.0077	2.874804
4680	-455.9289	-457.0371	1.108149	50834.93	15.85744	0.994368	0.998554	1.00143	1.00564	2.635048
4690	-466.8225	-465.1674	-1.655117	395.924	10.92747	0.93686	0.98297	1.01559	1.06458	2.769868
4700	-475.285	-462.5344	-12.7506	71526.85	13.49857	0.995251	0.998782	1.00121	1.00476	3.667972
4710	-459.6213	-453.0269	-6.594334	48791.67	12.72086	0.994251	0.998524	1.00146	1.00576	3.229238
4720	-467.3571	-455.2008	-12.15629	7986.267	10.58332	0.985812	0.996331	1.0036	1.01426	3.73471
4730	-454.756	-450.0799	-4.67611	47964.58	14.10514	0.994202	0.998512	1.00148	1.00581	3.056953
4740	-481.3338	-469.7589	-11.57497	37779.83	14.2913	0.993468	0.998322	1.00166	1.00655	3.534874
4750	-482.6538	-469.0133	-13.64052	36073.75	11.95525	0.993315	0.998283	1.0017	1.0067	3.82535
4760	-472.0961	-463.5402	-8.555873	39425.45	14.45996	0.993606	0.998358	1.00163	1.00641	3.315788
4770	-467.4505	-459.2006	-8.249935	35462.04	15.59311	0.993258	0.998268	1.00172	1.00676	3.23905
4780	-464.1882	-459.6845	-4.503704	5457.03	12.78897	0.982846	0.995553	1.00434	1.01726	3.064623
4790	-461.7014	-455.2707	-6.430696	11586.43	11.32923	0.988216	0.996959	1.00299	1.01183	3.216744
4800	-457.2565	-455.9109	-1.345545	76581	12.28196	0.99541	0.998823	1.00117	1.0046	2.807215
4810	-456.1663	-458.1543	1.987935	1233.179	14.576	0.964039	0.990524	1.00901	1.03642	2.586914
4820	-455.3671	-454.6194	-0.7477101	3.42623	16.69783	0.419766	0.752694	1.08394	1.7436	2.730303
4830	-453.3517	-456.0043	2.652605	2.238673	14.60786	0.320192	0.67821	1.07496	1.92664	2.541463
4840	-447.723	-455.9925	8.269454	2.507852	19.85905	0.3472	0.700037	1.07872	1.87405	2.167745
4850	-447.4999	-452.4253	4.925404	1.38501	16.05714	0.207	0.568226	1.04289	2.18189	2.394014
4860	-470.7315	-465.0732	-5.658312	1.624008	13.88571	0.243859	0.607975	1.05694	2.09122	3.132861
4870	-469.1986	-462.0369	-7.161697	5.022812	12.17643	0.503022	0.804505	1.08326	1.60921	3.281878
4880	-468.181	-463.3132	-4.867767	26719.74	12.10463	0.992235	0.998003	1.00198	1.00779	3.092991
4890	-455.519	-454.9319	-0.5871317	42092.65	15.75214	0.993811	0.998411	1.00158	1.0062	2.74428
4900	-465.2743	-462.2883	-2.986024	13285.79	14.48867	0.988994	0.997162	1.0028	1.01105	2.930006
4910	-457.3274	-452.0016	-5.325818	65490.51	10.64825	0.995037	0.998727	1.00126	1.00497	3.092803
4920	-461.1438	-453.7648	-7.378971	6983.228	10.99721	0.98483	0.996074	1.00384	1.01525	3.295235
4930	-467.5878	-464.982	-2.605841	54153.75	15.67311	0.994543	0.9986	1.00139	1.00547	2.87477
4940	-462.8515	-460.9154	-1.936046	99106.38	11.65234	0.995965	0.998966	1.00103	1.00404	2.835218
4950	-470.9976	-454.7437	-16.25394	27392.53	10.21334	0.99233	0.998028	1.00195	1.00769	4.135603
4960	-460.1282	-452.4479	-7.680318	18916.15	11.46212	0.990773	0.997624	1.00235	1.00926	3.327867
4970	-468.9382	-460.0409	-8.897335	96173.9	11.02793	0.995904	0.99895	1.00104	1.0041	3.433553
4980	-457.5674	-452.4738	-5.093632	17242.52	13.50465	0.990337	0.997511	1.00246	1.0097	3.10061
4990	-453.6265	-448.6851	-4.941428	83024.64	13.65288	0.995592	0.99887	1.00112	1.00441	3.08641
